Time (s)	C1 X (micron) 	 C1 Y (micron) 	C2 X (micron) 	 C2 Y (micron) 	C3 X (micron) 	 C3 Y (micron) 	C4 X (micron) 	 C4 Y (micron) 	C5 X (micron) 	 C5 Y (micron) 	
0.045600 	0.666438 	 3.092260 	2.955391 	 2.970683 	2.311681 	 0.853031 	0.978444 	 0.296520 	4.810075 	 0.777038 	
0.045700 	0.672863 	 3.091359 	2.961188 	 2.971653 	2.316839 	 0.851731 	0.982467 	 0.298489 	4.816229 	 0.777563 	
0.045800 	0.679415 	 3.090643 	2.966949 	 2.972241 	2.321448 	 0.850084 	0.986814 	 0.299867 	4.822792 	 0.777959 	
0.045900 	0.685821 	 3.089996 	2.973110 	 2.972965 	2.325541 	 0.848955 	0.990705 	 0.300551 	4.829497 	 0.778379 	
0.046000 	0.692197 	 3.089134 	2.979099 	 2.973196 	2.330304 	 0.847505 	0.994652 	 0.301106 	4.835331 	 0.778370 	
0.046100 	0.698184 	 3.088106 	2.985137 	 2.973313 	2.335114 	 0.845466 	0.998801 	 0.301669 	4.841392 	 0.778092 	
0.046200 	0.704353 	 3.087253 	2.991316 	 2.973235 	2.340205 	 0.843695 	1.002945 	 0.302004 	4.846870 	 0.778314 	
0.046300 	0.711117 	 3.085895 	2.997723 	 2.973002 	2.345134 	 0.841943 	1.006947 	 0.302002 	4.852639 	 0.778504 	
0.046400 	0.718392 	 3.084422 	3.003724 	 2.972892 	2.349621 	 0.840876 	1.010977 	 0.300825 	4.859306 	 0.778501 	
0.046500 	0.725202 	 3.083084 	3.009502 	 2.972745 	2.354391 	 0.839679 	1.015208 	 0.299502 	4.865420 	 0.778584 	
0.046600 	0.732091 	 3.082330 	3.015037 	 2.972495 	2.358759 	 0.838152 	1.019061 	 0.298887 	4.871824 	 0.779307 	
0.046700 	0.739093 	 3.081801 	3.020270 	 2.971867 	2.363520 	 0.836358 	1.022678 	 0.298668 	4.877972 	 0.780137 	
0.046800 	0.746674 	 3.080715 	3.025249 	 2.971228 	2.368349 	 0.834605 	1.026880 	 0.297532 	4.884064 	 0.781464 	
0.046900 	0.754257 	 3.079399 	3.029937 	 2.970856 	2.372238 	 0.833512 	1.031105 	 0.297087 	4.890111 	 0.782384 	
0.047000 	0.761853 	 3.078409 	3.034601 	 2.970306 	2.376912 	 0.832226 	1.035700 	 0.296973 	4.896227 	 0.783453 	
0.047100 	0.769879 	 3.077078 	3.038653 	 2.969354 	2.381251 	 0.830511 	1.040866 	 0.296569 	4.902270 	 0.784008 	
0.047200 	0.777606 	 3.075721 	3.042627 	 2.968272 	2.386262 	 0.829693 	1.046458 	 0.295925 	4.908280 	 0.784296 	
0.047300 	0.785448 	 3.073959 	3.047039 	 2.967162 	2.391263 	 0.829332 	1.052131 	 0.295856 	4.913955 	 0.784423 	
0.047400 	0.793211 	 3.072751 	3.051698 	 2.966174 	2.395720 	 0.829229 	1.057608 	 0.295921 	4.919166 	 0.785276 	
0.047500 	0.800713 	 3.071644 	3.056112 	 2.965112 	2.399787 	 0.829390 	1.063481 	 0.296484 	4.925047 	 0.785352 	
0.047600 	0.807642 	 3.070687 	3.060481 	 2.964309 	2.403891 	 0.829586 	1.069414 	 0.296666 	4.932174 	 0.785492 	
0.047700 	0.814269 	 3.069534 	3.064518 	 2.964431 	2.408289 	 0.829926 	1.075042 	 0.296972 	4.939838 	 0.785659 	
0.047800 	0.821283 	 3.068132 	3.068337 	 2.964697 	2.412731 	 0.830252 	1.080294 	 0.297770 	4.946309 	 0.785460 	
0.047900 	0.828454 	 3.067227 	3.072083 	 2.964844 	2.417366 	 0.830408 	1.085282 	 0.298308 	4.952406 	 0.785199 	
0.048000 	0.835533 	 3.066383 	3.075669 	 2.965227 	2.422361 	 0.830584 	1.090725 	 0.299777 	4.958298 	 0.785328 	
0.048100 	0.842607 	 3.066059 	3.079531 	 2.965331 	2.427072 	 0.830215 	1.095673 	 0.300990 	4.965096 	 0.785175 	
0.048200 	0.849251 	 3.066114 	3.083349 	 2.965306 	2.432013 	 0.829735 	1.100673 	 0.301779 	4.972335 	 0.785100 	
0.048300 	0.856255 	 3.066654 	3.087219 	 2.965360 	2.437283 	 0.829199 	1.105919 	 0.302556 	4.978719 	 0.784295 	
0.048400 	0.863391 	 3.067105 	3.091759 	 2.965361 	2.442800 	 0.829253 	1.111304 	 0.303207 	4.985065 	 0.784471 	
0.048500 	0.870519 	 3.067437 	3.096846 	 2.965197 	2.448072 	 0.828661 	1.116173 	 0.304123 	4.990685 	 0.784888 	
0.048600 	0.877445 	 3.067517 	3.101789 	 2.965294 	2.453093 	 0.828003 	1.120756 	 0.305303 	4.996909 	 0.785579 	
0.048700 	0.884554 	 3.067323 	3.106461 	 2.965922 	2.458242 	 0.827997 	1.124362 	 0.307088 	5.003913 	 0.787232 	
0.048800 	0.891718 	 3.066943 	3.111190 	 2.966569 	2.463702 	 0.828006 	1.128428 	 0.308721 	5.010888 	 0.788609 	
0.048900 	0.898597 	 3.066241 	3.115958 	 2.966597 	2.469206 	 0.828143 	1.131925 	 0.311127 	5.018080 	 0.789450 	
0.049000 	0.905307 	 3.065264 	3.120914 	 2.966337 	2.474893 	 0.828177 	1.135024 	 0.314038 	5.024673 	 0.790353 	
0.049100 	0.911961 	 3.064738 	3.126407 	 2.965952 	2.480186 	 0.828834 	1.137350 	 0.317046 	5.031515 	 0.791725 	
0.049200 	0.918625 	 3.064304 	3.131632 	 2.965162 	2.485726 	 0.829077 	1.139240 	 0.319583 	5.038074 	 0.792727 	
0.049300 	0.925411 	 3.063556 	3.136954 	 2.964554 	2.491257 	 0.829277 	1.140792 	 0.321817 	5.045430 	 0.793156 	
0.049400 	0.931908 	 3.063021 	3.142291 	 2.963683 	2.496772 	 0.829069 	1.142314 	 0.324104 	5.052926 	 0.793465 	
0.049500 	0.938093 	 3.062607 	3.147103 	 2.962815 	2.502001 	 0.829247 	1.144044 	 0.325856 	5.060420 	 0.793436 	
0.049600 	0.944850 	 3.062696 	3.151509 	 2.962152 	2.507479 	 0.829395 	1.145496 	 0.326895 	5.067703 	 0.792654 	
0.049700 	0.951439 	 3.062883 	3.155723 	 2.961584 	2.513347 	 0.829227 	1.147855 	 0.328445 	5.075343 	 0.791347 	
0.049800 	0.958686 	 3.063320 	3.159838 	 2.960564 	2.519557 	 0.828734 	1.149987 	 0.330432 	5.083415 	 0.790477 	
0.049900 	0.965294 	 3.063770 	3.164600 	 2.959270 	2.525787 	 0.827982 	1.152115 	 0.332189 	5.091890 	 0.789199 	
