Time (s) 	P1 X (micron) 	 P1 Y (micron) 	P2 X (micron) 	 P2 Y (micron) 	P3 X (micron) 	 P3 Y (micron) 	P4 X (micron) 	 P4 Y (micron) 	P5 X (micron) 	 P5 Y (micron) 	P6 X (micron) 	 P6 Y (micron) 	P7 X (micron) 	 P7 Y (micron) 	P8 X (micron) 	 P8 Y (micron) 	P9 X (micron) 	 P9 Y (micron) 	P10 X (micron) 	 P10 Y (micron) 	P11 X (micron) 	 P11 Y (micron) 	P12 X (micron) 	 P12 Y (micron) 	P13 X (micron) 	 P13 Y (micron) 	P14 X (micron) 	 P14 Y (micron) 	P15 X (micron) 	 P15 Y (micron) 	P16 X (micron) 	 P16 Y (micron) 	P17 X (micron) 	 P17 Y (micron) 	P18 X (micron) 	 P18 Y (micron) 	P19 X (micron) 	 P19 Y (micron) 	P20 X (micron) 	 P20 Y (micron) 	P21 X (micron) 	 P21 Y (micron) 	P22 X (micron) 	 P22 Y (micron) 	P23 X (micron) 	 P23 Y (micron) 	P24 X (micron) 	 P24 Y (micron) 	P25 X (micron) 	 P25 Y (micron) 	P26 X (micron) 	 P26 Y (micron) 	P27 X (micron) 	 P27 Y (micron) 	P28 X (micron) 	 P28 Y (micron) 	P29 X (micron) 	 P29 Y (micron) 	P30 X (micron) 	 P30 Y (micron) 	P31 X (micron) 	 P31 Y (micron) 	P32 X (micron) 	 P32 Y (micron) 	P33 X (micron) 	 P33 Y (micron) 	P34 X (micron) 	 P34 Y (micron) 	P35 X (micron) 	 P35 Y (micron) 	P36 X (micron) 	 P36 Y (micron) 	P37 X (micron) 	 P37 Y (micron) 	P38 X (micron) 	 P38 Y (micron) 	P39 X (micron) 	 P39 Y (micron) 	P40 X (micron) 	 P40 Y (micron) 	P41 X (micron) 	 P41 Y (micron) 	P42 X (micron) 	 P42 Y (micron) 	P43 X (micron) 	 P43 Y (micron) 	P44 X (micron) 	 P44 Y (micron) 	P45 X (micron) 	 P45 Y (micron) 	P46 X (micron) 	 P46 Y (micron) 	P47 X (micron) 	 P47 Y (micron) 	P48 X (micron) 	 P48 Y (micron) 	P49 X (micron) 	 P49 Y (micron) 	P50 X (micron) 	 P50 Y (micron) 	
0.004700 	3.944071 	 2.976671 	2.686040 	 3.009854 	4.897886 	 2.899098 	2.587866 	 1.878297 	0.948218 	 1.420881 	3.557080 	 3.314828 	4.841393 	 1.751273 	4.674373 	 1.337693 	5.138092 	 1.112992 	3.518080 	 3.291952 	4.107753 	 0.566011 	1.734693 	 2.035972 	4.290014 	 3.899371 	1.609352 	 3.054728 	1.985365 	 2.884510 	0.022629 	 0.814712 	0.020980 	 4.113024 	4.521283 	 1.374754 	1.925090 	 0.268817 	0.206918 	 3.177330 	3.384748 	 2.221602 	4.401034 	 2.291594 	4.249526 	 2.751014 	3.742643 	 1.773851 	4.729629 	 1.937243 	0.238460 	 3.673269 	0.621977 	 2.581854 	2.720740 	 3.379958 	3.194566 	 1.387881 	2.799003 	 3.694425 	4.808847 	 2.911949 	0.010161 	 3.714637 	1.402063 	 1.664459 	3.376620 	 2.903997 	4.358404 	 1.751481 	2.526216 	 2.845652 	0.917094 	 3.085728 	0.923534 	 1.897136 	5.384455 	 1.072002 	5.143555 	 4.279833 	3.390040 	 0.059794 	4.023970 	 2.689028 	2.054185 	 3.156302 	4.933500 	 1.712431 	2.275032 	 2.545672 	5.345637 	 2.127014 	0.412761 	 4.048407 	4.551241 	 1.631359 	5.375708 	 3.566027 	2.415492 	 3.642690 	
0.004800 	3.955392 	 2.978233 	2.677797 	 2.996625 	4.899919 	 2.894860 	2.582095 	 1.879702 	0.960223 	 1.421195 	3.560835 	 3.322337 	4.841446 	 1.749177 	4.691302 	 1.352490 	5.126950 	 1.120781 	3.522832 	 3.292474 	4.134235 	 0.555046 	1.742766 	 2.028090 	4.302570 	 3.910267 	1.602755 	 3.066571 	2.004890 	 2.907594 	0.020493 	 0.832414 	0.023231 	 4.113582 	4.529635 	 1.364100 	1.944995 	 0.266052 	0.213522 	 3.176655 	3.390737 	 2.229227 	4.392039 	 2.310053 	4.249341 	 2.733730 	3.740598 	 1.763808 	4.728775 	 1.947029 	0.248181 	 3.682789 	0.634374 	 2.581742 	2.713590 	 3.393292 	3.208562 	 1.368497 	2.812707 	 3.684349 	4.823969 	 2.897013 	0.020655 	 3.736503 	1.384691 	 1.664417 	3.405490 	 2.885814 	4.364855 	 1.749771 	2.558332 	 2.824420 	0.915128 	 3.077223 	0.911194 	 1.881226 	5.394320 	 1.076159 	5.143581 	 4.272929 	3.385835 	 0.065129 	4.020897 	 2.689444 	2.049687 	 3.142717 	4.930015 	 1.705533 	2.293010 	 2.544531 	5.343922 	 2.142065 	0.427020 	 4.051826 	4.548175 	 1.626028 	5.376653 	 3.553822 	2.424948 	 3.651774 	
0.004900 	3.968594 	 2.991206 	2.685571 	 2.985398 	4.902877 	 2.889976 	2.584572 	 1.870801 	0.960551 	 1.424702 	3.564129 	 3.321487 	4.836799 	 1.753316 	4.704391 	 1.367233 	5.123801 	 1.114068 	3.519250 	 3.295188 	4.156189 	 0.568158 	1.775097 	 2.024365 	4.300733 	 3.917374 	1.611528 	 3.078299 	2.009040 	 2.919391 	0.016648 	 0.859010 	0.047058 	 4.099933 	4.533161 	 1.355537 	1.958529 	 0.260007 	0.225199 	 3.171651 	3.410817 	 2.222577 	4.394414 	 2.331898 	4.239077 	 2.722898 	3.738257 	 1.776459 	4.721109 	 1.943966 	0.258475 	 3.702283 	0.647253 	 2.597776 	2.722104 	 3.410058 	3.221566 	 1.369986 	2.821114 	 3.666505 	4.829451 	 2.905551 	0.038051 	 3.749085 	1.381613 	 1.649829 	3.429889 	 2.879920 	4.368881 	 1.755120 	2.570012 	 2.808675 	0.919002 	 3.070584 	0.909391 	 1.868183 	5.413867 	 1.066961 	5.153612 	 4.277630 	3.393079 	 0.075531 	4.048708 	 2.689873 	2.046128 	 3.163325 	4.929427 	 1.699016 	2.287441 	 2.553915 	5.349749 	 2.143748 	0.435938 	 4.034062 	4.546716 	 1.631647 	5.375030 	 3.545953 	2.424341 	 3.658587 	
0.005000 	3.984580 	 2.996331 	2.689144 	 2.993176 	4.909585 	 2.868316 	2.560506 	 1.860140 	0.967255 	 1.431605 	3.564291 	 3.329763 	4.816812 	 1.769415 	4.718214 	 1.380229 	5.121126 	 1.113548 	3.515437 	 3.299326 	4.165123 	 0.566063 	1.786635 	 2.012469 	4.309881 	 3.927041 	1.621659 	 3.082184 	2.024556 	 2.932234 	0.030221 	 0.882097 	0.070840 	 4.103578 	4.532458 	 1.360953 	1.963304 	 0.270524 	0.243406 	 3.181393 	3.414662 	 2.234540 	4.412884 	 2.356716 	4.252850 	 2.725630 	3.754498 	 1.775645 	4.724269 	 1.948760 	0.258858 	 3.715230 	0.661059 	 2.609608 	2.717014 	 3.421237 	3.226752 	 1.380773 	2.830694 	 3.646439 	4.845212 	 2.908134 	0.054802 	 3.753884 	1.383172 	 1.650064 	3.438935 	 2.867794 	4.378732 	 1.764244 	2.579336 	 2.796149 	0.926393 	 3.057905 	0.898254 	 1.853272 	5.432535 	 1.079863 	5.153337 	 4.267261 	3.400301 	 0.076498 	4.083761 	 2.686597 	2.045433 	 3.174161 	4.933073 	 1.695741 	2.283796 	 2.552955 	5.346310 	 2.148880 	0.450509 	 4.029215 	4.565056 	 1.640061 	5.371567 	 3.548394 	2.433430 	 3.647404 	
0.005100 	3.988743 	 2.986560 	2.687190 	 3.006078 	4.898154 	 2.862161 	2.534958 	 1.869842 	0.974867 	 1.434882 	3.567953 	 3.340545 	4.805433 	 1.768152 	4.725738 	 1.400914 	5.130744 	 1.111786 	3.508740 	 3.302770 	4.169091 	 0.565888 	1.790428 	 2.004710 	4.319233 	 3.921056 	1.631834 	 3.085523 	2.033670 	 2.922412 	0.037146 	 0.897581 	0.077698 	 4.117470 	4.526581 	 1.373542 	1.973189 	 0.281108 	0.263715 	 3.194406 	3.424049 	 2.260012 	4.441391 	 2.364665 	4.269666 	 2.722034 	3.762345 	 1.782526 	4.719925 	 1.963518 	0.266128 	 3.724371 	0.656243 	 2.615856 	2.723250 	 3.431257 	3.242695 	 1.365771 	2.832045 	 3.630085 	4.863103 	 2.926160 	0.070403 	 3.750638 	1.387208 	 1.633545 	3.455204 	 2.855867 	4.394579 	 1.778774 	2.590266 	 2.788381 	0.928967 	 3.045540 	0.907377 	 1.838759 	5.448261 	 1.073798 	5.144552 	 4.247276 	3.389243 	 0.072393 	4.103854 	 2.688687 	2.032949 	 3.183460 	4.935804 	 1.688353 	2.282585 	 2.540019 	5.344084 	 2.157233 	0.470851 	 4.018912 	4.572193 	 1.646339 	5.382579 	 3.534798 	2.452609 	 3.641280 	
0.005200 	3.987322 	 2.973338 	2.685488 	 3.008101 	4.893299 	 2.868391 	2.528480 	 1.872766 	0.986550 	 1.442650 	3.556326 	 3.361356 	4.817620 	 1.785714 	4.724054 	 1.407551 	5.135815 	 1.100901 	3.498311 	 3.313035 	4.169035 	 0.577771 	1.795968 	 1.988438 	4.321872 	 3.920851 	1.631010 	 3.098572 	2.030030 	 2.926257 	0.053450 	 0.905791 	0.079716 	 4.104934 	4.533038 	 1.390405 	1.974923 	 0.284003 	0.286703 	 3.185891 	3.440240 	 2.272661 	4.456930 	 2.382422 	4.289837 	 2.735161 	3.776278 	 1.771825 	4.718177 	 1.982436 	0.274336 	 3.723707 	0.660819 	 2.600110 	2.727846 	 3.419732 	3.253748 	 1.348149 	2.838474 	 3.629363 	4.889547 	 2.936810 	0.066422 	 3.764504 	1.392307 	 1.636658 	3.471193 	 2.846549 	4.401057 	 1.770533 	2.600344 	 2.793802 	0.942398 	 3.033199 	0.900549 	 1.821794 	5.456940 	 1.075793 	5.135479 	 4.231714 	3.392536 	 0.067730 	4.121712 	 2.681812 	2.010092 	 3.202441 	4.949195 	 1.674175 	2.287960 	 2.528088 	5.343686 	 2.156382 	0.481704 	 3.998664 	4.568702 	 1.653597 	5.386352 	 3.534732 	2.473502 	 3.653683 	
0.005300 	3.992214 	 2.952274 	2.656265 	 3.015975 	4.888908 	 2.878883 	2.509026 	 1.861019 	1.005116 	 1.446324 	3.542976 	 3.382867 	4.822341 	 1.788783 	4.732798 	 1.403201 	5.139765 	 1.095960 	3.492881 	 3.335531 	4.178250 	 0.582070 	1.793402 	 1.980888 	4.335117 	 3.907119 	1.640925 	 3.112885 	2.021242 	 2.919909 	0.077389 	 0.927711 	0.074605 	 4.111195 	4.557033 	 1.403404 	1.982712 	 0.289617 	0.298560 	 3.186271 	3.452849 	 2.277001 	4.461756 	 2.388454 	4.319550 	 2.742103 	3.794218 	 1.775894 	4.704465 	 1.973360 	0.275109 	 3.721269 	0.661381 	 2.595725 	2.725681 	 3.395171 	3.261601 	 1.344303 	2.837582 	 3.611641 	4.887174 	 2.946322 	0.066029 	 3.774477 	1.384104 	 1.643932 	3.491788 	 2.837535 	4.409921 	 1.764490 	2.621761 	 2.790926 	0.954360 	 3.027738 	0.902584 	 1.810960 	5.456548 	 1.071472 	5.129829 	 4.222235 	3.399838 	 0.051193 	4.125610 	 2.670791 	2.011963 	 3.218587 	4.958610 	 1.663692 	2.297891 	 2.514633 	5.366219 	 2.161069 	0.489943 	 3.992539 	4.572892 	 1.653561 	5.388567 	 3.516578 	2.460498 	 3.672794 	
0.005400 	3.969791 	 2.939394 	2.645310 	 3.011776 	4.905296 	 2.877890 	2.497864 	 1.849543 	1.004498 	 1.436489 	3.532730 	 3.398226 	4.831053 	 1.762744 	4.736738 	 1.402871 	5.152987 	 1.111608 	3.486315 	 3.354793 	4.181853 	 0.579785 	1.799516 	 1.970358 	4.343782 	 3.893278 	1.659169 	 3.126978 	2.008061 	 2.910504 	0.090088 	 0.924160 	0.071751 	 4.091818 	4.567136 	 1.401668 	1.995554 	 0.298483 	0.295693 	 3.183777 	3.469342 	 2.283290 	4.459979 	 2.395251 	4.344600 	 2.744167 	3.791824 	 1.782561 	4.694115 	 1.957077 	0.292185 	 3.714082 	0.677746 	 2.610204 	2.716996 	 3.385045 	3.266651 	 1.338753 	2.841405 	 3.581917 	4.898380 	 2.952602 	0.079245 	 3.780675 	1.372390 	 1.646430 	3.497613 	 2.814425 	4.417456 	 1.762642 	2.611573 	 2.801411 	0.968202 	 3.031556 	0.897087 	 1.798035 	5.435915 	 1.084056 	5.134959 	 4.218162 	3.404365 	 0.041526 	4.128890 	 2.656659 	2.015719 	 3.229069 	4.956547 	 1.664769 	2.314462 	 2.505305 	5.383779 	 2.169636 	0.510351 	 3.976675 	4.576392 	 1.649387 	5.397363 	 3.498945 	2.471820 	 3.677072 	
0.005500 	3.966801 	 2.920186 	2.634984 	 3.006877 	4.921422 	 2.885133 	2.503398 	 1.861148 	1.010002 	 1.429018 	3.528676 	 3.388156 	4.840680 	 1.744205 	4.738414 	 1.405658 	5.149888 	 1.107815 	3.486187 	 3.368205 	4.186211 	 0.569042 	1.808828 	 1.960232 	4.355262 	 3.875662 	1.671314 	 3.123195 	2.000028 	 2.890380 	0.092898 	 0.924555 	0.078529 	 4.082544 	4.569565 	 1.414204 	2.010072 	 0.286430 	0.281822 	 3.171547 	3.474488 	 2.289566 	4.473512 	 2.382035 	4.360375 	 2.734837 	3.785657 	 1.780096 	4.694626 	 1.940221 	0.306736 	 3.711828 	0.681098 	 2.634145 	2.699095 	 3.358639 	3.274012 	 1.342004 	2.837672 	 3.557522 	4.905874 	 2.960858 	0.077338 	 3.784648 	1.370772 	 1.644284 	3.498248 	 2.777461 	4.436049 	 1.764964 	2.611313 	 2.810949 	0.981338 	 3.036057 	0.900706 	 1.778241 	5.415583 	 1.100293 	5.129032 	 4.202984 	3.392864 	 0.046990 	4.132273 	 2.649378 	2.007267 	 3.268657 	4.947436 	 1.651640 	2.318097 	 2.512422 	5.402792 	 2.178069 	0.511400 	 3.963038 	4.588685 	 1.642012 	5.404364 	 3.495013 	2.495624 	 3.664023 	
0.005600 	3.949297 	 2.916575 	2.634080 	 3.007755 	4.935063 	 2.888790 	2.510990 	 1.870013 	1.007056 	 1.422505 	3.521394 	 3.383434 	4.837595 	 1.736319 	4.738109 	 1.409373 	5.138751 	 1.123134 	3.487745 	 3.385525 	4.190657 	 0.547903 	1.813716 	 1.955646 	4.371967 	 3.854786 	1.679036 	 3.131169 	2.004293 	 2.883829 	0.097938 	 0.933621 	0.075189 	 4.072977 	4.584281 	 1.424934 	2.009449 	 0.286719 	0.287611 	 3.164106 	3.483576 	 2.292698 	4.480313 	 2.377176 	4.378525 	 2.743183 	3.768435 	 1.790158 	4.705488 	 1.929788 	0.305281 	 3.709405 	0.675217 	 2.648272 	2.679763 	 3.351931 	3.273950 	 1.335939 	2.823859 	 3.555782 	4.914591 	 2.968833 	0.073410 	 3.786070 	1.374496 	 1.648770 	3.513058 	 2.746266 	4.443927 	 1.769485 	2.616382 	 2.804545 	0.995113 	 3.029739 	0.932588 	 1.776615 	5.391996 	 1.107945 	5.131128 	 4.202809 	3.395992 	 0.051910 	4.142988 	 2.648937 	2.014082 	 3.289253 	4.936456 	 1.635301 	2.326187 	 2.501824 	5.406946 	 2.186958 	0.515047 	 3.966417 	4.597231 	 1.623794 	5.396062 	 3.503126 	2.501460 	 3.648992 	
0.005700 	3.948128 	 2.920771 	2.624794 	 3.001442 	4.952433 	 2.896696 	2.539807 	 1.881975 	1.008387 	 1.418935 	3.529050 	 3.365078 	4.831357 	 1.733424 	4.742497 	 1.418938 	5.140685 	 1.122445 	3.504173 	 3.397518 	4.196003 	 0.531031 	1.821161 	 1.950416 	4.383470 	 3.843087 	1.700546 	 3.130986 	2.004404 	 2.878132 	0.098692 	 0.954800 	0.074715 	 4.082485 	4.593355 	 1.431532 	2.018201 	 0.289900 	0.303219 	 3.178195 	3.495088 	 2.306203 	4.484044 	 2.378996 	4.386150 	 2.758951 	3.761339 	 1.777126 	4.714444 	 1.912303 	0.298578 	 3.714541 	0.679685 	 2.658220 	2.666673 	 3.351076 	3.279427 	 1.325174 	2.821188 	 3.545904 	4.931153 	 2.982089 	0.091249 	 3.785918 	1.388876 	 1.646263 	3.543267 	 2.728021 	4.461375 	 1.783682 	2.630968 	 2.789246 	1.000254 	 3.010494 	0.973197 	 1.767595 	5.384885 	 1.117652 	5.139035 	 4.196697 	3.385677 	 0.051981 	4.151097 	 2.658527 	2.016578 	 3.302805 	4.929156 	 1.614221 	2.329659 	 2.506741 	5.418593 	 2.170871 	0.509259 	 3.976826 	4.600836 	 1.608495 	5.386647 	 3.503933 	2.518264 	 3.633112 	
0.005800 	3.936057 	 2.920891 	2.637119 	 2.985976 	4.980709 	 2.915066 	2.567169 	 1.884089 	1.018098 	 1.400276 	3.531650 	 3.344785 	4.827603 	 1.722094 	4.747910 	 1.423719 	5.148778 	 1.136573 	3.513851 	 3.401476 	4.206251 	 0.525498 	1.828780 	 1.948529 	4.380904 	 3.836690 	1.717999 	 3.147516 	1.996240 	 2.883825 	0.099962 	 0.972513 	0.071784 	 4.077582 	4.585292 	 1.422094 	2.031781 	 0.287740 	0.309736 	 3.180963 	3.490704 	 2.312219 	4.495687 	 2.389619 	4.379057 	 2.781974 	3.756339 	 1.777825 	4.707929 	 1.902047 	0.295965 	 3.735545 	0.681596 	 2.660557 	2.675463 	 3.350521 	3.277004 	 1.324012 	2.796413 	 3.544419 	4.953961 	 2.988605 	0.097143 	 3.769399 	1.387138 	 1.645981 	3.557268 	 2.724252 	4.471595 	 1.781114 	2.629512 	 2.782194 	0.987259 	 2.996981 	0.999071 	 1.783696 	5.387703 	 1.113397 	5.161587 	 4.202583 	3.391046 	 0.050531 	4.144914 	 2.661712 	1.996279 	 3.306011 	4.928996 	 1.599072 	2.332881 	 2.512861 	5.430822 	 2.153467 	0.511775 	 3.988026 	4.588012 	 1.606108 	5.384641 	 3.498703 	2.531256 	 3.622806 	
0.005900 	3.935713 	 2.911258 	2.657717 	 2.974725 	5.011373 	 2.921611 	2.581593 	 1.874333 	1.011249 	 1.390110 	3.531935 	 3.306233 	4.823542 	 1.698952 	4.760083 	 1.424067 	5.145584 	 1.122396 	3.524318 	 3.397280 	4.219996 	 0.519313 	1.824174 	 1.951119 	4.391597 	 3.839283 	1.729850 	 3.165842 	1.994649 	 2.881190 	0.121279 	 0.986965 	0.076984 	 4.069912 	4.588289 	 1.404665 	2.058124 	 0.275138 	0.308146 	 3.205447 	3.480496 	 2.326770 	4.507455 	 2.391158 	4.378016 	 2.795666 	3.749412 	 1.773927 	4.694372 	 1.910088 	0.302090 	 3.747578 	0.690579 	 2.657973 	2.683945 	 3.346073 	3.262156 	 1.305081 	2.784852 	 3.547610 	4.973459 	 3.005414 	0.110393 	 3.790737 	1.378804 	 1.643078 	3.561790 	 2.713364 	4.476315 	 1.768950 	2.621675 	 2.778417 	0.978368 	 2.996869 	1.022419 	 1.792823 	5.388365 	 1.106495 	5.188812 	 4.206989 	3.405482 	 0.045364 	4.156422 	 2.672314 	2.001373 	 3.303340 	4.936209 	 1.598451 	2.358078 	 2.514883 	5.445888 	 2.141395 	0.510754 	 4.004288 	4.596332 	 1.600035 	5.389855 	 3.503710 	2.533745 	 3.621481 	
0.006000 	3.946629 	 2.897867 	2.684475 	 2.952145 	5.026312 	 2.937256 	2.578398 	 1.865063 	1.020247 	 1.378233 	3.546104 	 3.278763 	4.826204 	 1.684729 	4.762265 	 1.424473 	5.140802 	 1.135519 	3.518957 	 3.389300 	4.229944 	 0.515645 	1.832620 	 1.959685 	4.400251 	 3.843784 	1.723631 	 3.181738 	1.990822 	 2.876088 	0.138551 	 0.982252 	0.077519 	 4.059132 	4.602068 	 1.384192 	2.054566 	 0.261485 	0.283994 	 3.200560 	3.457392 	 2.342890 	4.511483 	 2.411347 	4.360257 	 2.813799 	3.736158 	 1.782436 	4.675119 	 1.920572 	0.301317 	 3.749176 	0.698627 	 2.658090 	2.695507 	 3.339053 	3.269501 	 1.293104 	2.793180 	 3.542287 	4.987611 	 3.011433 	0.106739 	 3.780505 	1.381722 	 1.640557 	3.568204 	 2.706812 	4.487872 	 1.772308 	2.625710 	 2.796499 	0.993726 	 3.002187 	1.069300 	 1.791928 	5.395176 	 1.106101 	5.203559 	 4.214376 	3.410072 	 0.051782 	4.141040 	 2.690395 	2.006754 	 3.303305 	4.930808 	 1.603236 	2.375921 	 2.514116 	5.457516 	 2.116407 	0.501908 	 4.019706 	4.605180 	 1.597061 	5.397397 	 3.493548 	2.529394 	 3.613985 	
0.006100 	3.948264 	 2.913916 	2.689468 	 2.922055 	5.036257 	 2.951528 	2.571518 	 1.874103 	1.001427 	 1.366455 	3.543278 	 3.262582 	4.826494 	 1.664249 	4.767626 	 1.435688 	5.141575 	 1.160493 	3.517472 	 3.394594 	4.246464 	 0.511536 	1.845989 	 1.958609 	4.407540 	 3.835383 	1.738721 	 3.197183 	1.994681 	 2.880422 	0.157698 	 0.986453 	0.086383 	 4.049510 	4.597780 	 1.389179 	2.063733 	 0.262469 	0.268897 	 3.190797 	3.454650 	 2.346424 	4.515537 	 2.435362 	4.348821 	 2.810972 	3.731306 	 1.799371 	4.690362 	 1.929144 	0.311170 	 3.755884 	0.701018 	 2.655212 	2.714903 	 3.325951 	3.281436 	 1.277804 	2.801038 	 3.530598 	4.995087 	 3.002198 	0.125744 	 3.775924 	1.404061 	 1.640863 	3.580873 	 2.686669 	4.478729 	 1.780752 	2.630736 	 2.807588 	0.997206 	 3.008595 	1.093763 	 1.784518 	5.395904 	 1.110412 	5.200087 	 4.204568 	3.398867 	 0.062622 	4.129053 	 2.707564 	2.004682 	 3.301863 	4.932317 	 1.605312 	2.394998 	 2.516282 	5.462422 	 2.093972 	0.491662 	 4.029738 	4.611477 	 1.591898 	5.397310 	 3.484984 	2.536853 	 3.609985 	
0.006200 	3.942954 	 2.932212 	2.698065 	 2.897927 	5.046456 	 2.977308 	2.547579 	 1.883955 	0.977650 	 1.356834 	3.558926 	 3.252334 	4.829651 	 1.658376 	4.770852 	 1.441684 	5.139619 	 1.150674 	3.512777 	 3.400465 	4.264715 	 0.515168 	1.861464 	 1.965030 	4.437207 	 3.837800 	1.761878 	 3.197568 	2.009386 	 2.890814 	0.168759 	 0.986010 	0.097627 	 4.051562 	4.596499 	 1.402614 	2.068122 	 0.244506 	0.255485 	 3.192017 	3.467267 	 2.353188 	4.528656 	 2.457012 	4.339558 	 2.817500 	3.730885 	 1.798887 	4.688831 	 1.932755 	0.316399 	 3.749160 	0.703941 	 2.648945 	2.735143 	 3.312913 	3.296661 	 1.266695 	2.809329 	 3.514842 	4.995514 	 2.990150 	0.127412 	 3.787511 	1.408835 	 1.640445 	3.571086 	 2.669397 	4.483945 	 1.766912 	2.620875 	 2.806338 	0.975419 	 2.997272 	1.098940 	 1.776279 	5.412430 	 1.117910 	5.202524 	 4.209433 	3.394019 	 0.068184 	4.133322 	 2.704375 	1.998574 	 3.294667 	4.933738 	 1.614706 	2.412993 	 2.505139 	5.482261 	 2.086676 	0.495194 	 4.022186 	4.621416 	 1.583488 	5.405074 	 3.466790 	2.545473 	 3.604482 	
0.006300 	3.943143 	 2.954765 	2.693786 	 2.892975 	5.057403 	 2.988174 	2.528069 	 1.885073 	0.965265 	 1.350474 	3.568371 	 3.250319 	4.823048 	 1.640827 	4.791878 	 1.429894 	5.154170 	 1.158950 	3.502469 	 3.391904 	4.275293 	 0.536441 	1.862148 	 1.983591 	4.445635 	 3.840286 	1.771576 	 3.193463 	2.015520 	 2.901299 	0.189903 	 0.980798 	0.113300 	 4.060590 	4.593683 	 1.418311 	2.075237 	 0.239145 	0.251397 	 3.190039 	3.482478 	 2.362211 	4.534906 	 2.493331 	4.335159 	 2.822154 	3.732667 	 1.803542 	4.689830 	 1.930026 	0.326298 	 3.744472 	0.718487 	 2.652198 	2.757161 	 3.298026 	3.301151 	 1.264884 	2.818526 	 3.495496 	4.992178 	 2.983416 	0.131665 	 3.793729 	1.401012 	 1.639163 	3.566295 	 2.659645 	4.488470 	 1.760877 	2.614260 	 2.822103 	0.967595 	 2.996512 	1.114589 	 1.770214 	5.409801 	 1.117483 	5.193866 	 4.198751 	3.402998 	 0.087420 	4.133813 	 2.688259 	1.983385 	 3.284663 	4.924757 	 1.604601 	2.406952 	 2.492225 	5.488425 	 2.085003 	0.509349 	 4.031617 	4.638833 	 1.571094 	5.416659 	 3.456748 	2.553138 	 3.606009 	
0.006400 	3.946299 	 2.964898 	2.704028 	 2.887224 	5.068684 	 2.998996 	2.514049 	 1.882642 	0.971886 	 1.331244 	3.572287 	 3.243279 	4.818822 	 1.628144 	4.794252 	 1.418877 	5.161558 	 1.156862 	3.475238 	 3.370955 	4.271806 	 0.559771 	1.861356 	 2.001307 	4.444841 	 3.830653 	1.777971 	 3.194778 	2.027429 	 2.900435 	0.210491 	 0.994585 	0.121933 	 4.058027 	4.588107 	 1.433130 	2.082265 	 0.239833 	0.247023 	 3.173245 	3.493051 	 2.382618 	4.547621 	 2.511572 	4.344032 	 2.843131 	3.731158 	 1.810357 	4.694589 	 1.918134 	0.314419 	 3.749657 	0.711537 	 2.644252 	2.746674 	 3.280624 	3.296860 	 1.278978 	2.830619 	 3.497223 	5.011631 	 2.961279 	0.139486 	 3.810982 	1.405439 	 1.635906 	3.567740 	 2.649627 	4.503561 	 1.765990 	2.599938 	 2.837770 	0.979317 	 3.005726 	1.139693 	 1.757346 	5.412976 	 1.117802 	5.204584 	 4.185316 	3.419543 	 0.094422 	4.128276 	 2.673884 	1.969089 	 3.270480 	4.919599 	 1.600407 	2.407697 	 2.486716 	5.487434 	 2.086164 	0.508711 	 4.054709 	4.648806 	 1.560570 	5.417028 	 3.452612 	2.553506 	 3.615242 	
0.006500 	3.947836 	 2.973029 	2.701962 	 2.892152 	5.081314 	 2.996570 	2.518307 	 1.873209 	0.966273 	 1.314639 	3.598311 	 3.243772 	4.824728 	 1.628286 	4.792076 	 1.410519 	5.168426 	 1.164007 	3.455841 	 3.364036 	4.267399 	 0.576087 	1.878638 	 2.017924 	4.452941 	 3.844666 	1.761175 	 3.200718 	2.039325 	 2.900689 	0.237291 	 0.998872 	0.145090 	 4.049359 	4.585367 	 1.440310 	2.067159 	 0.228822 	0.246757 	 3.147354 	3.511444 	 2.396459 	4.558453 	 2.521513 	4.345937 	 2.854369 	3.726702 	 1.812977 	4.694104 	 1.893848 	0.316533 	 3.745180 	0.728202 	 2.626013 	2.727738 	 3.263306 	3.295215 	 1.295094 	2.840465 	 3.497928 	5.030842 	 2.956107 	0.138189 	 3.800918 	1.416803 	 1.619939 	3.574507 	 2.639490 	4.512552 	 1.762962 	2.586971 	 2.846542 	0.992401 	 3.000958 	1.137502 	 1.760048 	5.433990 	 1.112081 	5.198921 	 4.203739 	3.431462 	 0.106580 	4.133129 	 2.658931 	1.958309 	 3.272429 	4.889772 	 1.602864 	2.432508 	 2.499532 	5.501198 	 2.076536 	0.524751 	 4.067811 	4.642095 	 1.560573 	5.415145 	 3.461585 	2.557659 	 3.615182 	
