Time (s)	B1 X (micron) 	 B1 Y (micron) 	B2 X (micron) 	 B2 Y (micron) 	B3 X (micron) 	 B3 Y (micron) 	B4 X (micron) 	 B4 Y (micron) 	B5 X (micron) 	 B5 Y (micron) 	B6 X (micron) 	 B6 Y (micron) 	B7 X (micron) 	 B7 Y (micron) 	B8 X (micron) 	 B8 Y (micron) 	B9 X (micron) 	 B9 Y (micron) 	B10 X (micron) 	 B10 Y (micron) 	B11 X (micron) 	 B11 Y (micron) 	B12 X (micron) 	 B12 Y (micron) 	B13 X (micron) 	 B13 Y (micron) 	B14 X (micron) 	 B14 Y (micron) 	B15 X (micron) 	 B15 Y (micron) 	
0.015800 	0.734139 	 2.755957 	3.845118 	 0.253558 	1.480475 	 2.068804 	0.461713 	 0.235826 	3.653025 	 2.601981 	1.281186 	 2.637383 	2.712826 	 3.111984 	4.509457 	 4.027861 	4.510418 	 0.229604 	0.925469 	 1.065030 	0.917446 	 1.440046 	4.800082 	 3.025728 	4.822936 	 2.940632 	3.179503 	 0.649803 	3.393801 	 1.046750 	
0.015900 	0.741032 	 2.757658 	3.853615 	 0.253540 	1.483844 	 2.071016 	0.472147 	 0.236796 	3.660771 	 2.603984 	1.287889 	 2.641819 	2.718122 	 3.114858 	4.516309 	 4.027651 	4.517687 	 0.230155 	0.931190 	 1.066200 	0.923167 	 1.441217 	4.804678 	 3.026477 	4.827532 	 2.941381 	3.185413 	 0.649009 	3.399712 	 1.045956 	
0.016000 	0.748762 	 2.759366 	3.863574 	 0.253713 	1.487791 	 2.073808 	0.483215 	 0.238908 	3.667908 	 2.606182 	1.295222 	 2.646853 	2.723118 	 3.118681 	4.523761 	 4.028061 	4.525196 	 0.231379 	0.937507 	 1.066925 	0.929484 	 1.441941 	4.809476 	 3.026608 	4.832330 	 2.941512 	3.191631 	 0.647716 	3.405930 	 1.044663 	
0.016100 	0.756697 	 2.760836 	3.872743 	 0.253074 	1.493276 	 2.076056 	0.493981 	 0.240684 	3.676200 	 2.607394 	1.302034 	 2.651869 	2.728521 	 3.120733 	4.532239 	 4.028561 	4.533044 	 0.232856 	0.944154 	 1.068059 	0.936131 	 1.443075 	4.814451 	 3.026518 	4.837305 	 2.941422 	3.198107 	 0.646381 	3.412406 	 1.043328 	
0.016200 	0.765199 	 2.762107 	3.881738 	 0.251987 	1.498790 	 2.078598 	0.505613 	 0.242969 	3.683956 	 2.608225 	1.308639 	 2.656989 	2.734956 	 3.122169 	4.540370 	 4.028443 	4.540583 	 0.235220 	0.950411 	 1.069027 	0.942388 	 1.444043 	4.819474 	 3.026221 	4.842327 	 2.941125 	3.204681 	 0.645039 	3.418980 	 1.041985 	
0.016300 	0.773160 	 2.763404 	3.889758 	 0.251857 	1.504786 	 2.080321 	0.517084 	 0.245625 	3.691009 	 2.608350 	1.314569 	 2.662696 	2.742291 	 3.124182 	4.548298 	 4.029650 	4.547766 	 0.237024 	0.956773 	 1.070356 	0.948750 	 1.445373 	4.825050 	 3.026381 	4.847904 	 2.941285 	3.210624 	 0.643529 	3.424923 	 1.040476 	
0.016400 	0.781679 	 2.765179 	3.896800 	 0.252340 	1.509878 	 2.081703 	0.528271 	 0.249167 	3.698883 	 2.608032 	1.319856 	 2.668311 	2.748298 	 3.126367 	4.556953 	 4.031027 	4.554664 	 0.239451 	0.962597 	 1.071963 	0.954574 	 1.446979 	4.830961 	 3.026904 	4.853814 	 2.941808 	3.216255 	 0.642885 	3.430554 	 1.039832 	
0.016500 	0.789416 	 2.766322 	3.903014 	 0.252813 	1.514508 	 2.083780 	0.539747 	 0.252333 	3.706715 	 2.609381 	1.325224 	 2.674093 	2.755790 	 3.128988 	4.565372 	 4.033678 	4.562133 	 0.240982 	0.968202 	 1.073789 	0.960179 	 1.448806 	4.836989 	 3.026123 	4.859843 	 2.941028 	3.221358 	 0.642434 	3.435657 	 1.039381 	
0.016600 	0.797307 	 2.766405 	3.909353 	 0.253346 	1.519148 	 2.085778 	0.550540 	 0.255403 	3.715183 	 2.610527 	1.330279 	 2.679760 	2.763187 	 3.132242 	4.574220 	 4.036294 	4.570222 	 0.241470 	0.974677 	 1.075749 	0.966654 	 1.450765 	4.842571 	 3.025284 	4.865425 	 2.940188 	3.226998 	 0.641323 	3.441297 	 1.038269 	
0.016700 	0.806099 	 2.766381 	3.915370 	 0.253195 	1.523172 	 2.087203 	0.561480 	 0.259460 	3.722894 	 2.611835 	1.334798 	 2.685291 	2.771869 	 3.135953 	4.582688 	 4.038578 	4.577455 	 0.242567 	0.981532 	 1.076998 	0.973509 	 1.452015 	4.848519 	 3.025626 	4.871373 	 2.940530 	3.232297 	 0.640175 	3.446595 	 1.037121 	
0.016800 	0.814269 	 2.766284 	3.921843 	 0.253604 	1.527225 	 2.087936 	0.572183 	 0.263475 	3.730589 	 2.613140 	1.340482 	 2.690760 	2.780321 	 3.140729 	4.590799 	 4.038984 	4.585345 	 0.244241 	0.987998 	 1.077554 	0.979975 	 1.452570 	4.853683 	 3.026251 	4.876537 	 2.941156 	3.237856 	 0.639348 	3.452154 	 1.036294 	
0.016900 	0.823506 	 2.767548 	3.928776 	 0.254540 	1.530861 	 2.088714 	0.582024 	 0.267333 	3.739031 	 2.614512 	1.347372 	 2.697961 	2.789348 	 3.145798 	4.598514 	 4.040185 	4.593228 	 0.246650 	0.994338 	 1.078685 	0.986315 	 1.453701 	4.858951 	 3.025940 	4.881804 	 2.940844 	3.243475 	 0.638918 	3.457773 	 1.035864 	
0.017000 	0.831854 	 2.768779 	3.935530 	 0.255286 	1.536223 	 2.089948 	0.591885 	 0.272199 	3.746710 	 2.615621 	1.353741 	 2.705303 	2.798086 	 3.150629 	4.606535 	 4.041039 	4.600933 	 0.249463 	1.000452 	 1.079853 	0.992429 	 1.454869 	4.864428 	 3.024865 	4.887282 	 2.939769 	3.248715 	 0.638775 	3.463014 	 1.035721 	
0.017100 	0.838899 	 2.769922 	3.942961 	 0.258251 	1.542767 	 2.092451 	0.601689 	 0.276255 	3.754314 	 2.614326 	1.359789 	 2.711843 	2.806259 	 3.155333 	4.614573 	 4.043313 	4.608618 	 0.253263 	1.006282 	 1.081735 	0.998260 	 1.456752 	4.870194 	 3.023588 	4.893048 	 2.938492 	3.253911 	 0.638091 	3.468210 	 1.035037 	
0.017200 	0.845675 	 2.772683 	3.950541 	 0.260995 	1.549577 	 2.094076 	0.612599 	 0.281092 	3.761901 	 2.614517 	1.366220 	 2.718569 	2.814331 	 3.160172 	4.623355 	 4.046316 	4.616785 	 0.256689 	1.012055 	 1.083871 	1.004033 	 1.458887 	4.876286 	 3.023440 	4.899140 	 2.938345 	3.259355 	 0.637912 	3.473654 	 1.034859 	
0.017300 	0.853591 	 2.774883 	3.958066 	 0.263049 	1.556346 	 2.095480 	0.622401 	 0.285986 	3.770862 	 2.615287 	1.372292 	 2.725491 	2.821133 	 3.164852 	4.632049 	 4.048463 	4.625298 	 0.260351 	1.017636 	 1.085933 	1.009613 	 1.460950 	4.882504 	 3.023769 	4.905357 	 2.938673 	3.265349 	 0.637985 	3.479647 	 1.034932 	
0.017400 	0.861615 	 2.776914 	3.964810 	 0.264161 	1.564092 	 2.097770 	0.632093 	 0.289701 	3.779045 	 2.616088 	1.378589 	 2.731243 	2.829209 	 3.168735 	4.639803 	 4.049916 	4.634153 	 0.262486 	1.023003 	 1.087302 	1.014980 	 1.462318 	4.889091 	 3.024587 	4.911945 	 2.939491 	3.272367 	 0.637889 	3.486666 	 1.034836 	
0.017500 	0.867973 	 2.778729 	3.971411 	 0.265596 	1.571632 	 2.100757 	0.641225 	 0.293952 	3.787328 	 2.616966 	1.384680 	 2.737766 	2.837425 	 3.171586 	4.648156 	 4.050182 	4.644627 	 0.266103 	1.029103 	 1.089241 	1.021080 	 1.464257 	4.895324 	 3.025338 	4.918178 	 2.940242 	3.279317 	 0.637543 	3.493616 	 1.034489 	
0.017600 	0.873878 	 2.779861 	3.977564 	 0.267852 	1.579189 	 2.103784 	0.649328 	 0.297584 	3.795509 	 2.618879 	1.390555 	 2.743168 	2.845324 	 3.173587 	4.655665 	 4.051231 	4.655397 	 0.269298 	1.035419 	 1.090443 	1.027396 	 1.465459 	4.900990 	 3.026344 	4.923843 	 2.941248 	3.285380 	 0.637066 	3.499679 	 1.034013 	
0.017700 	0.880869 	 2.780025 	3.983745 	 0.269709 	1.586154 	 2.107202 	0.657459 	 0.300374 	3.803329 	 2.621004 	1.395569 	 2.748772 	2.852983 	 3.176539 	4.663103 	 4.051948 	4.666810 	 0.271550 	1.041764 	 1.091692 	1.033741 	 1.466708 	4.906396 	 3.027577 	4.929249 	 2.942481 	3.291471 	 0.636454 	3.505770 	 1.033400 	
0.017800 	0.888323 	 2.780319 	3.990951 	 0.270682 	1.593287 	 2.110164 	0.665713 	 0.304344 	3.811795 	 2.623886 	1.400861 	 2.754027 	2.859915 	 3.180181 	4.670977 	 4.052369 	4.676710 	 0.274381 	1.048663 	 1.092449 	1.040640 	 1.467465 	4.912211 	 3.029437 	4.935064 	 2.944341 	3.297990 	 0.635935 	3.512289 	 1.032881 	
0.017900 	0.895669 	 2.779624 	3.999190 	 0.270951 	1.600191 	 2.112927 	0.673173 	 0.308068 	3.820195 	 2.625987 	1.406013 	 2.759521 	2.866495 	 3.184279 	4.678629 	 4.053077 	4.687373 	 0.276024 	1.054869 	 1.093514 	1.046846 	 1.468530 	4.918196 	 3.031351 	4.941049 	 2.946255 	3.304604 	 0.634831 	3.518903 	 1.031777 	
0.018000 	0.902441 	 2.779473 	4.008952 	 0.271625 	1.606104 	 2.115760 	0.680969 	 0.311886 	3.830346 	 2.628674 	1.411129 	 2.763731 	2.873015 	 3.188645 	4.686085 	 4.054043 	4.697726 	 0.277873 	1.060634 	 1.093852 	1.052611 	 1.468868 	4.924087 	 3.033736 	4.946940 	 2.948640 	3.310717 	 0.634671 	3.525016 	 1.031617 	
0.018100 	0.908795 	 2.779654 	4.016554 	 0.272654 	1.612568 	 2.118569 	0.687551 	 0.316263 	3.841696 	 2.631307 	1.417455 	 2.768169 	2.878540 	 3.192934 	4.694070 	 4.055419 	4.708046 	 0.280737 	1.066450 	 1.094132 	1.058427 	 1.469149 	4.929420 	 3.036557 	4.952274 	 2.951461 	3.316910 	 0.634569 	3.531209 	 1.031516 	
0.018200 	0.914422 	 2.780827 	4.024594 	 0.273742 	1.619607 	 2.120650 	0.693442 	 0.318677 	3.852840 	 2.634308 	1.424953 	 2.773008 	2.883391 	 3.197076 	4.701414 	 4.055869 	4.718886 	 0.283854 	1.072259 	 1.094636 	1.064236 	 1.469652 	4.934944 	 3.039158 	4.957797 	 2.954062 	3.323093 	 0.634508 	3.537392 	 1.031455 	
0.018300 	0.920681 	 2.782728 	4.033240 	 0.273420 	1.626120 	 2.121878 	0.699201 	 0.320826 	3.862661 	 2.638660 	1.432961 	 2.779037 	2.889918 	 3.201189 	4.707834 	 4.056781 	4.729125 	 0.286443 	1.078322 	 1.094709 	1.070299 	 1.469726 	4.940192 	 3.041702 	4.963046 	 2.956606 	3.328551 	 0.634018 	3.542850 	 1.030964 	
0.018400 	0.927761 	 2.785155 	4.042154 	 0.272406 	1.632939 	 2.124123 	0.703324 	 0.322476 	3.872260 	 2.643031 	1.441177 	 2.783998 	2.895124 	 3.205716 	4.714739 	 4.058154 	4.738419 	 0.289026 	1.084447 	 1.094670 	1.076424 	 1.469687 	4.945182 	 3.043808 	4.968035 	 2.958713 	3.334264 	 0.633444 	3.548563 	 1.030391 	
0.018500 	0.934656 	 2.788045 	4.050847 	 0.273217 	1.638867 	 2.125055 	0.708671 	 0.323031 	3.881054 	 2.647043 	1.448573 	 2.788649 	2.900689 	 3.209585 	4.722216 	 4.060188 	4.748263 	 0.292040 	1.089698 	 1.094359 	1.081675 	 1.469375 	4.949790 	 3.045313 	4.972643 	 2.960217 	3.340849 	 0.632231 	3.555148 	 1.029178 	
0.018600 	0.941379 	 2.792045 	4.060016 	 0.275724 	1.644879 	 2.125356 	0.713185 	 0.324325 	3.890475 	 2.651160 	1.454942 	 2.793463 	2.906777 	 3.213820 	4.729969 	 4.061444 	4.758148 	 0.294723 	1.095380 	 1.093551 	1.087357 	 1.468567 	4.954535 	 3.045950 	4.977388 	 2.960854 	3.346659 	 0.630679 	3.560958 	 1.027626 	
0.018700 	0.948310 	 2.795388 	4.068979 	 0.277245 	1.649664 	 2.126561 	0.717867 	 0.325287 	3.900071 	 2.654317 	1.461614 	 2.799831 	2.913323 	 3.218184 	4.737725 	 4.062357 	4.767721 	 0.297870 	1.100778 	 1.092625 	1.092755 	 1.467641 	4.959948 	 3.046895 	4.982801 	 2.961799 	3.352029 	 0.629284 	3.566327 	 1.026230 	
0.018800 	0.954505 	 2.798158 	4.078495 	 0.278517 	1.653025 	 2.127924 	0.722408 	 0.325354 	3.908911 	 2.657626 	1.468364 	 2.806393 	2.918503 	 3.221399 	4.745182 	 4.064148 	4.777277 	 0.299672 	1.105790 	 1.092491 	1.097767 	 1.467508 	4.965324 	 3.047551 	4.988177 	 2.962455 	3.358036 	 0.628153 	3.572335 	 1.025100 	
0.018900 	0.960816 	 2.801555 	4.088632 	 0.279088 	1.656057 	 2.130279 	0.728275 	 0.326174 	3.917742 	 2.661602 	1.474164 	 2.811408 	2.925104 	 3.226085 	4.755501 	 4.065347 	4.787413 	 0.301373 	1.111444 	 1.092300 	1.103421 	 1.467316 	4.970417 	 3.048542 	4.993271 	 2.963446 	3.363757 	 0.627390 	3.578056 	 1.024337 	
0.019000 	0.967568 	 2.805426 	4.097732 	 0.280124 	1.659359 	 2.132709 	0.733916 	 0.326790 	3.927161 	 2.665427 	1.481284 	 2.817002 	2.932104 	 3.231298 	4.766505 	 4.066974 	4.796242 	 0.303696 	1.117242 	 1.091873 	1.109219 	 1.466889 	4.975405 	 3.048620 	4.998258 	 2.963524 	3.369208 	 0.626697 	3.583507 	 1.023644 	
0.019100 	0.975142 	 2.809616 	4.107012 	 0.280201 	1.663792 	 2.134486 	0.740116 	 0.327189 	3.936297 	 2.669285 	1.487866 	 2.822129 	2.937998 	 3.235593 	4.777318 	 4.069471 	4.805446 	 0.306401 	1.123425 	 1.091661 	1.115402 	 1.466677 	4.980215 	 3.048516 	5.003069 	 2.963421 	3.375382 	 0.624724 	3.589681 	 1.021670 	
0.019200 	0.982306 	 2.814054 	4.117501 	 0.280547 	1.668024 	 2.136192 	0.746683 	 0.327454 	3.946049 	 2.674039 	1.494501 	 2.828245 	2.943303 	 3.239429 	4.789061 	 4.071796 	4.816558 	 0.309381 	1.129052 	 1.091359 	1.121029 	 1.466375 	4.984402 	 3.048556 	5.007255 	 2.963461 	3.380588 	 0.622829 	3.594886 	 1.019776 	
0.019300 	0.988605 	 2.818044 	4.126499 	 0.281573 	1.671774 	 2.138450 	0.751593 	 0.327348 	3.955759 	 2.678640 	1.501400 	 2.834339 	2.948814 	 3.244073 	4.801058 	 4.074838 	4.826907 	 0.312006 	1.134722 	 1.091178 	1.126699 	 1.466194 	4.988562 	 3.048306 	5.011416 	 2.963210 	3.386011 	 0.620757 	3.600310 	 1.017703 	
0.019400 	0.994815 	 2.823020 	4.136655 	 0.284473 	1.675567 	 2.140616 	0.757577 	 0.327293 	3.965057 	 2.683113 	1.508087 	 2.841332 	2.954014 	 3.247880 	4.811530 	 4.078286 	4.838166 	 0.315972 	1.140822 	 1.091058 	1.132799 	 1.466074 	4.992301 	 3.048571 	5.015155 	 2.963475 	3.390861 	 0.618624 	3.605160 	 1.015571 	
0.019500 	1.001907 	 2.828044 	4.146223 	 0.287757 	1.678215 	 2.143074 	0.762742 	 0.327709 	3.974063 	 2.689141 	1.514001 	 2.848003 	2.959334 	 3.251166 	4.822118 	 4.081226 	4.849728 	 0.319761 	1.147953 	 1.091307 	1.139930 	 1.466324 	4.996431 	 3.049307 	5.019284 	 2.964211 	3.393799 	 0.616783 	3.608098 	 1.013730 	
0.019600 	1.009326 	 2.832241 	4.155857 	 0.291540 	1.680244 	 2.145235 	0.767242 	 0.327129 	3.983006 	 2.695299 	1.520191 	 2.855758 	2.965439 	 3.254451 	4.832435 	 4.084914 	4.860657 	 0.323916 	1.154497 	 1.090719 	1.146474 	 1.465735 	5.000339 	 3.050163 	5.023192 	 2.965067 	3.396980 	 0.614200 	3.611279 	 1.011146 	
0.019700 	1.017497 	 2.836097 	4.166843 	 0.295985 	1.682026 	 2.148540 	0.771923 	 0.327254 	3.992126 	 2.700915 	1.526474 	 2.863149 	2.971347 	 3.257055 	4.843477 	 4.088902 	4.871580 	 0.327139 	1.160272 	 1.090370 	1.152249 	 1.465386 	5.004132 	 3.052183 	5.026986 	 2.967087 	3.400322 	 0.611426 	3.614620 	 1.008372 	
0.019800 	1.024564 	 2.840041 	4.177835 	 0.299916 	1.683693 	 2.150858 	0.777369 	 0.328620 	4.001348 	 2.706093 	1.533598 	 2.869803 	2.978716 	 3.260700 	4.853607 	 4.092768 	4.882174 	 0.329696 	1.165538 	 1.090375 	1.157515 	 1.465391 	5.007643 	 3.054224 	5.030496 	 2.969128 	3.404209 	 0.609191 	3.618507 	 1.006138 	
0.019900 	1.031441 	 2.844781 	4.189008 	 0.304500 	1.685348 	 2.152411 	0.782477 	 0.329141 	4.010843 	 2.710618 	1.539589 	 2.876760 	2.987067 	 3.265026 	4.863085 	 4.097320 	4.892385 	 0.332231 	1.171317 	 1.091002 	1.163294 	 1.466019 	5.011834 	 3.055970 	5.034687 	 2.970874 	3.407989 	 0.606580 	3.622288 	 1.003527 	
0.020000 	1.037535 	 2.849291 	4.199419 	 0.309617 	1.686903 	 2.155292 	0.787120 	 0.330499 	4.020920 	 2.714210 	1.546805 	 2.882750 	2.993851 	 3.270772 	4.871912 	 4.101569 	4.902557 	 0.335317 	1.176824 	 1.091394 	1.168801 	 1.466410 	5.016190 	 3.057362 	5.039043 	 2.972266 	3.412458 	 0.604100 	3.626757 	 1.001047 	
0.020100 	1.043487 	 2.853588 	4.209003 	 0.314825 	1.689648 	 2.157755 	0.790828 	 0.332227 	4.030531 	 2.717318 	1.552416 	 2.889588 	3.001701 	 3.275822 	4.880862 	 4.105950 	4.912486 	 0.338435 	1.181837 	 1.091118 	1.173814 	 1.466134 	5.021546 	 3.057828 	5.044400 	 2.972732 	3.416531 	 0.601562 	3.630829 	 0.998509 	
0.020200 	1.049233 	 2.857721 	4.218000 	 0.320104 	1.691899 	 2.159611 	0.795257 	 0.334738 	4.039751 	 2.720208 	1.557511 	 2.895962 	3.010334 	 3.281041 	4.890736 	 4.111043 	4.922635 	 0.340787 	1.187496 	 1.091178 	1.179473 	 1.466195 	5.026528 	 3.058459 	5.049382 	 2.973363 	3.420678 	 0.599397 	3.634977 	 0.996344 	
0.020300 	1.053639 	 2.863474 	4.226472 	 0.324532 	1.693603 	 2.160329 	0.798686 	 0.338326 	4.049491 	 2.722881 	1.562440 	 2.902628 	3.018249 	 3.285756 	4.899910 	 4.116584 	4.932083 	 0.343399 	1.193265 	 1.091254 	1.185242 	 1.466271 	5.031030 	 3.059695 	5.053883 	 2.974599 	3.424931 	 0.596447 	3.639229 	 0.993393 	
0.020400 	1.058635 	 2.869884 	4.234914 	 0.329340 	1.695454 	 2.161887 	0.801700 	 0.341511 	4.059200 	 2.725778 	1.568619 	 2.908680 	3.027038 	 3.290378 	4.908666 	 4.123013 	4.941847 	 0.344553 	1.199297 	 1.092241 	1.191274 	 1.467258 	5.035639 	 3.061099 	5.058492 	 2.976004 	3.429309 	 0.593725 	3.643608 	 0.990672 	
0.020500 	1.063027 	 2.875573 	4.244603 	 0.334332 	1.698599 	 2.163588 	0.804774 	 0.344250 	4.068245 	 2.728055 	1.575054 	 2.913956 	3.034875 	 3.295807 	4.916867 	 4.131210 	4.950207 	 0.345961 	1.205557 	 1.093075 	1.197534 	 1.468092 	5.039908 	 3.062221 	5.062761 	 2.977126 	3.434180 	 0.591094 	3.648479 	 0.988040 	
0.020600 	1.066702 	 2.880382 	4.255474 	 0.339201 	1.702989 	 2.167520 	0.808115 	 0.347524 	4.076968 	 2.730090 	1.582070 	 2.919684 	3.042299 	 3.301121 	4.924563 	 4.139427 	4.958608 	 0.347788 	1.211955 	 1.093310 	1.203932 	 1.468326 	5.044998 	 3.063170 	5.067851 	 2.978074 	3.439250 	 0.588575 	3.653549 	 0.985521 	
0.020700 	1.070993 	 2.884621 	4.268283 	 0.344476 	1.709063 	 2.171993 	0.810907 	 0.350129 	4.085349 	 2.732046 	1.588826 	 2.925766 	3.050485 	 3.308048 	4.932025 	 4.146833 	4.966941 	 0.350220 	1.217763 	 1.093125 	1.209740 	 1.468142 	5.050467 	 3.064006 	5.073321 	 2.978910 	3.443818 	 0.585396 	3.658117 	 0.982342 	
0.020800 	1.075044 	 2.888510 	4.280618 	 0.350266 	1.715655 	 2.176494 	0.813670 	 0.352118 	4.092822 	 2.734873 	1.595915 	 2.931585 	3.058538 	 3.316140 	4.940263 	 4.154284 	4.974545 	 0.353795 	1.223701 	 1.092985 	1.215678 	 1.468001 	5.056910 	 3.064908 	5.079763 	 2.979813 	3.449260 	 0.582883 	3.663558 	 0.979830 	
0.020900 	1.079910 	 2.889825 	4.292622 	 0.354737 	1.721837 	 2.180218 	0.815755 	 0.355292 	4.099645 	 2.736755 	1.603945 	 2.936357 	3.066703 	 3.324934 	4.949850 	 4.161629 	4.982253 	 0.357811 	1.229553 	 1.093433 	1.221530 	 1.468449 	5.063226 	 3.066479 	5.086080 	 2.981383 	3.454330 	 0.581369 	3.668629 	 0.978316 	
0.021000 	1.085144 	 2.892345 	4.304087 	 0.360352 	1.727915 	 2.183638 	0.817705 	 0.359293 	4.107291 	 2.739672 	1.610538 	 2.940164 	3.074680 	 3.334331 	4.960045 	 4.169504 	4.989639 	 0.359962 	1.235252 	 1.092991 	1.227229 	 1.468007 	5.070141 	 3.067928 	5.092995 	 2.982832 	3.459526 	 0.579670 	3.673825 	 0.976616 	
0.021100 	1.090557 	 2.893963 	4.315752 	 0.364947 	1.734656 	 2.186056 	0.818405 	 0.362333 	4.114722 	 2.743233 	1.617326 	 2.944155 	3.082645 	 3.342443 	4.971862 	 4.176956 	4.995974 	 0.362855 	1.240640 	 1.092789 	1.232617 	 1.467805 	5.077450 	 3.069301 	5.100304 	 2.984206 	3.464705 	 0.577134 	3.679003 	 0.974080 	
0.021200 	1.096648 	 2.894913 	4.326962 	 0.368537 	1.741158 	 2.189264 	0.820136 	 0.366158 	4.122608 	 2.748362 	1.623885 	 2.948151 	3.090459 	 3.351268 	4.984608 	 4.183993 	5.002629 	 0.366706 	1.245964 	 1.091986 	1.237941 	 1.467002 	5.084074 	 3.070189 	5.106927 	 2.985093 	3.469827 	 0.575128 	3.684126 	 0.972075 	
0.021300 	1.103037 	 2.894808 	4.337698 	 0.371658 	1.747154 	 2.190318 	0.820980 	 0.369395 	4.131263 	 2.754159 	1.629694 	 2.952188 	3.097083 	 3.359473 	4.996150 	 4.190945 	5.008457 	 0.371277 	1.251962 	 1.090842 	1.243939 	 1.465858 	5.090111 	 3.071177 	5.112965 	 2.986081 	3.474810 	 0.572749 	3.689109 	 0.969695 	
0.021400 	1.110162 	 2.894485 	4.349071 	 0.376280 	1.752276 	 2.190613 	0.823815 	 0.372233 	4.140354 	 2.758694 	1.635292 	 2.956897 	3.102935 	 3.368182 	5.008303 	 4.198161 	5.015250 	 0.375079 	1.256927 	 1.090638 	1.248904 	 1.465654 	5.096125 	 3.071423 	5.118979 	 2.986328 	3.479677 	 0.570507 	3.693976 	 0.967453 	
0.021500 	1.117009 	 2.895385 	4.361184 	 0.380074 	1.756142 	 2.191884 	0.825885 	 0.375086 	4.148663 	 2.764012 	1.641453 	 2.960583 	3.108548 	 3.375983 	5.019466 	 4.204634 	5.021975 	 0.377158 	1.261642 	 1.090279 	1.253619 	 1.465295 	5.102283 	 3.072367 	5.125136 	 2.987272 	3.484250 	 0.567757 	3.698548 	 0.964703 	
0.021600 	1.124141 	 2.896079 	4.371830 	 0.383048 	1.760771 	 2.193226 	0.829037 	 0.377424 	4.157787 	 2.769999 	1.647836 	 2.963088 	3.114214 	 3.383411 	5.030975 	 4.211450 	5.028451 	 0.379996 	1.267067 	 1.089989 	1.259044 	 1.465005 	5.108112 	 3.073114 	5.130966 	 2.988018 	3.488529 	 0.566190 	3.702828 	 0.963136 	
0.021700 	1.130603 	 2.895676 	4.382685 	 0.386196 	1.766062 	 2.194884 	0.831785 	 0.380097 	4.167777 	 2.774460 	1.654533 	 2.966780 	3.120164 	 3.391133 	5.042131 	 4.217107 	5.033747 	 0.383195 	1.272303 	 1.089220 	1.264280 	 1.464236 	5.114093 	 3.073751 	5.136947 	 2.988655 	3.493489 	 0.564135 	3.707787 	 0.961081 	
0.021800 	1.137715 	 2.895799 	4.393464 	 0.388869 	1.770948 	 2.195875 	0.834454 	 0.383397 	4.176481 	 2.778808 	1.660943 	 2.969804 	3.124887 	 3.399243 	5.053087 	 4.221768 	5.039432 	 0.387353 	1.277558 	 1.088660 	1.269535 	 1.463677 	5.120576 	 3.074461 	5.143429 	 2.989366 	3.498781 	 0.561466 	3.713080 	 0.958413 	
0.021900 	1.145624 	 2.895956 	4.404258 	 0.391549 	1.776610 	 2.197057 	0.836776 	 0.387126 	4.186500 	 2.783076 	1.667031 	 2.972927 	3.129948 	 3.407313 	5.064786 	 4.225644 	5.045190 	 0.392577 	1.283245 	 1.088625 	1.275223 	 1.463641 	5.126237 	 3.074938 	5.149090 	 2.989842 	3.504571 	 0.558281 	3.718869 	 0.955228 	
0.022000 	1.153474 	 2.895746 	4.414598 	 0.395179 	1.782102 	 2.197435 	0.839196 	 0.390978 	4.195438 	 2.786702 	1.673042 	 2.976072 	3.134640 	 3.415246 	5.075479 	 4.229550 	5.050383 	 0.396879 	1.288891 	 1.088075 	1.280868 	 1.463091 	5.132123 	 3.075653 	5.154977 	 2.990558 	3.510603 	 0.555391 	3.724902 	 0.952337 	
0.022100 	1.160493 	 2.895360 	4.423971 	 0.397295 	1.787510 	 2.198639 	0.842968 	 0.395685 	4.203703 	 2.789225 	1.680968 	 2.978699 	3.140859 	 3.423564 	5.084898 	 4.233740 	5.056373 	 0.400166 	1.294476 	 1.087502 	1.286453 	 1.462518 	5.137943 	 3.076488 	5.160796 	 2.991392 	3.515602 	 0.552723 	3.729901 	 0.949670 	
0.022200 	1.167454 	 2.895488 	4.433364 	 0.399687 	1.792503 	 2.200556 	0.847090 	 0.400872 	4.210923 	 2.791297 	1.688473 	 2.981896 	3.145900 	 3.429955 	5.095831 	 4.239082 	5.062901 	 0.403590 	1.299923 	 1.087236 	1.291900 	 1.462252 	5.143170 	 3.076744 	5.166023 	 2.991648 	3.520722 	 0.550842 	3.735021 	 0.947788 	
0.022300 	1.174090 	 2.895477 	4.442555 	 0.402210 	1.797747 	 2.203580 	0.851993 	 0.405723 	4.217222 	 2.793622 	1.696841 	 2.985722 	3.152292 	 3.437465 	5.107310 	 4.244529 	5.068118 	 0.405624 	1.304826 	 1.087026 	1.296803 	 1.462043 	5.148281 	 3.077838 	5.171134 	 2.992742 	3.525322 	 0.548901 	3.739621 	 0.945848 	
0.022400 	1.180086 	 2.895583 	4.451715 	 0.405579 	1.803452 	 2.207041 	0.857816 	 0.409731 	4.222498 	 2.794848 	1.705232 	 2.989760 	3.158432 	 3.444386 	5.117733 	 4.249074 	5.073261 	 0.407929 	1.309097 	 1.087091 	1.301074 	 1.462107 	5.153455 	 3.079137 	5.176308 	 2.994041 	3.529827 	 0.547355 	3.744125 	 0.944302 	
