Time (s)	B1 X (micron) 	 B1 Y (micron) 	B2 X (micron) 	 B2 Y (micron) 	B3 X (micron) 	 B3 Y (micron) 	B4 X (micron) 	 B4 Y (micron) 	B5 X (micron) 	 B5 Y (micron) 	B6 X (micron) 	 B6 Y (micron) 	B7 X (micron) 	 B7 Y (micron) 	B8 X (micron) 	 B8 Y (micron) 	B9 X (micron) 	 B9 Y (micron) 	B10 X (micron) 	 B10 Y (micron) 	B11 X (micron) 	 B11 Y (micron) 	B12 X (micron) 	 B12 Y (micron) 	B13 X (micron) 	 B13 Y (micron) 	B14 X (micron) 	 B14 Y (micron) 	B15 X (micron) 	 B15 Y (micron) 	
0.022500 	1.185770 	 2.895563 	4.459897 	 0.409974 	1.809933 	 2.210567 	0.863640 	 0.412526 	4.228579 	 2.796917 	1.714406 	 2.993553 	3.165475 	 3.450530 	5.128002 	 4.254161 	5.079424 	 0.410866 	1.313243 	 1.087216 	1.305220 	 1.462233 	5.158513 	 3.079866 	5.181366 	 2.994770 	3.534553 	 0.546024 	3.748852 	 0.942971 	
0.022600 	1.191183 	 2.896077 	4.468474 	 0.413886 	1.816594 	 2.214111 	0.869834 	 0.415102 	4.234500 	 2.799299 	1.724051 	 2.997409 	3.173495 	 3.456153 	5.139887 	 4.258874 	5.085016 	 0.413356 	1.317566 	 1.087413 	1.309543 	 1.462429 	5.163904 	 3.079719 	5.186758 	 2.994623 	3.538993 	 0.544566 	3.753292 	 0.941512 	
0.022700 	1.196924 	 2.896381 	4.475835 	 0.417927 	1.823439 	 2.218200 	0.875674 	 0.416420 	4.240021 	 2.802127 	1.733759 	 3.001482 	3.181226 	 3.462039 	5.151456 	 4.263587 	5.090127 	 0.415876 	1.321652 	 1.086769 	1.313629 	 1.461786 	5.169263 	 3.079699 	5.192116 	 2.994603 	3.543568 	 0.542324 	3.757867 	 0.939271 	
0.022800 	1.203293 	 2.896529 	4.483169 	 0.421854 	1.831376 	 2.221623 	0.880141 	 0.419131 	4.245809 	 2.803504 	1.742763 	 3.005410 	3.189157 	 3.467837 	5.162901 	 4.268304 	5.096138 	 0.419795 	1.326018 	 1.086323 	1.317995 	 1.461339 	5.174849 	 3.080148 	5.197702 	 2.995052 	3.548177 	 0.540213 	3.762476 	 0.937159 	
0.022900 	1.211452 	 2.897263 	4.490930 	 0.424946 	1.838834 	 2.223899 	0.884879 	 0.423418 	4.252385 	 2.804039 	1.751360 	 3.008463 	3.196142 	 3.474185 	5.175174 	 4.273601 	5.102487 	 0.423455 	1.329853 	 1.085534 	1.321830 	 1.460550 	5.180617 	 3.080649 	5.203471 	 2.995553 	3.553863 	 0.537853 	3.768162 	 0.934800 	
0.023000 	1.218769 	 2.897080 	4.497904 	 0.427561 	1.846728 	 2.226231 	0.889872 	 0.428155 	4.259273 	 2.805270 	1.758889 	 3.011689 	3.203001 	 3.479873 	5.187299 	 4.277812 	5.108656 	 0.427596 	1.333699 	 1.084251 	1.325676 	 1.459268 	5.186127 	 3.081103 	5.208980 	 2.996008 	3.559737 	 0.535426 	3.774036 	 0.932373 	
0.023100 	1.227452 	 2.897635 	4.505403 	 0.427218 	1.854449 	 2.227700 	0.894996 	 0.432422 	4.265401 	 2.808041 	1.765607 	 3.013828 	3.210231 	 3.485602 	5.199101 	 0.000380 	5.115303 	 0.432662 	1.337628 	 1.082973 	1.329605 	 1.457989 	5.192045 	 3.082159 	5.214898 	 2.997064 	3.564989 	 0.533663 	3.779288 	 0.930609 	
0.023200 	1.236532 	 2.898714 	4.512832 	 0.426429 	1.863071 	 2.229767 	0.901024 	 0.435898 	4.271593 	 2.811427 	1.771706 	 3.017208 	3.215693 	 3.490876 	5.207964 	 0.005133 	5.124166 	 0.437414 	1.341474 	 1.081287 	1.333451 	 1.456304 	5.197409 	 3.084000 	5.220263 	 2.998905 	3.570259 	 0.532172 	3.784558 	 0.929118 	
0.023300 	1.245838 	 2.899663 	4.520478 	 0.426866 	1.871479 	 2.231305 	0.908658 	 0.440263 	4.277967 	 2.815097 	1.777013 	 3.021139 	3.221215 	 3.495873 	5.217281 	 0.009658 	5.133483 	 0.441939 	1.345257 	 1.079184 	1.337235 	 1.454201 	5.202908 	 3.086308 	5.225761 	 3.001212 	3.575902 	 0.530927 	3.790201 	 0.927873 	
0.023400 	1.255266 	 2.899513 	4.528591 	 0.428385 	1.878309 	 2.233626 	0.916969 	 0.446371 	4.286117 	 2.817427 	1.781572 	 3.026269 	3.226625 	 3.500572 	5.226245 	 0.013525 	5.142447 	 0.445807 	1.349158 	 1.077728 	1.341135 	 1.452744 	5.208266 	 3.088387 	5.231120 	 3.003291 	3.581462 	 0.530670 	3.795761 	 0.927617 	
0.023500 	1.264134 	 2.899237 	4.536411 	 0.429885 	1.884876 	 2.234932 	0.923625 	 0.452466 	4.292601 	 2.819178 	1.786562 	 3.030908 	3.233825 	 3.503553 	5.235368 	 0.017307 	5.151570 	 0.449588 	1.352729 	 1.076710 	1.344706 	 1.451726 	5.213586 	 3.090241 	5.236440 	 3.005146 	3.587292 	 0.531214 	3.801590 	 0.928160 	
0.023600 	1.272958 	 2.899557 	4.544627 	 0.432458 	1.892575 	 2.236555 	0.930351 	 0.457465 	4.300140 	 2.820321 	1.792171 	 3.035571 	3.241246 	 3.506456 	5.244523 	 0.020987 	5.160725 	 0.453268 	1.357090 	 1.076162 	1.349067 	 1.451178 	5.219018 	 3.092484 	5.241872 	 3.007388 	3.593578 	 0.532075 	3.807877 	 0.929022 	
0.023700 	1.283058 	 2.899652 	4.552814 	 0.434970 	1.899655 	 2.239043 	0.937813 	 0.463330 	4.308416 	 2.821505 	1.798561 	 3.039401 	3.248743 	 3.509409 	5.252591 	 0.024558 	5.168793 	 0.456839 	1.361453 	 1.075108 	1.353430 	 1.450124 	5.224538 	 3.095082 	5.247392 	 3.009986 	3.598626 	 0.532551 	3.812924 	 0.929498 	
0.023800 	1.292639 	 2.899591 	4.560133 	 0.437024 	1.907084 	 2.241772 	0.943939 	 0.469947 	4.317088 	 2.822964 	1.804047 	 3.045189 	3.254886 	 3.513223 	5.260317 	 0.028608 	5.176519 	 0.460889 	1.366481 	 1.073898 	1.358458 	 1.448914 	5.229479 	 3.097848 	5.252333 	 3.012752 	3.603917 	 0.533221 	3.818216 	 0.930167 	
0.023900 	1.301405 	 2.899898 	4.567471 	 0.439115 	1.914253 	 2.244700 	0.950057 	 0.477141 	4.326263 	 2.824948 	1.810687 	 3.049691 	3.259642 	 3.517416 	5.268446 	 0.032539 	5.184648 	 0.464820 	1.371070 	 1.073220 	1.363047 	 1.448236 	5.235341 	 3.100652 	5.258195 	 3.015557 	3.609223 	 0.533621 	3.823522 	 0.930567 	
0.024000 	1.310414 	 2.899751 	4.575749 	 0.441589 	1.920442 	 2.246623 	0.956356 	 0.484626 	4.335937 	 2.828161 	1.816414 	 3.054122 	3.263758 	 3.521652 	5.276859 	 0.035723 	5.193061 	 0.468004 	1.375890 	 1.072421 	1.367868 	 1.447438 	5.241183 	 3.102544 	5.264037 	 3.017448 	3.615481 	 0.534919 	3.829779 	 0.931866 	
0.024100 	1.319293 	 2.899469 	4.583926 	 0.442892 	1.926225 	 2.247586 	0.963342 	 0.492336 	4.346302 	 2.830892 	1.822132 	 3.059278 	3.268712 	 3.525568 	5.286389 	 0.038573 	5.202591 	 0.470854 	1.381038 	 1.072120 	1.373015 	 1.447137 	5.247595 	 3.103649 	5.270449 	 3.018553 	3.621196 	 0.536462 	3.835495 	 0.933409 	
0.024200 	1.328272 	 2.900810 	4.593025 	 0.443295 	1.932143 	 2.247072 	0.970334 	 0.499419 	4.356338 	 2.834051 	1.828052 	 3.063742 	3.273742 	 3.530108 	5.296228 	 0.041231 	5.212430 	 0.473512 	1.386581 	 1.071758 	1.378559 	 1.446774 	5.253681 	 3.105010 	5.276535 	 3.019914 	3.626767 	 0.537587 	3.841066 	 0.934533 	
0.024300 	1.337613 	 2.902768 	4.603144 	 0.443680 	1.938821 	 2.243962 	0.976469 	 0.506226 	4.365717 	 2.837563 	1.834549 	 3.067185 	3.278431 	 3.534237 	5.306615 	 0.044491 	5.222817 	 0.476772 	1.392632 	 1.071267 	1.384609 	 1.446284 	5.260221 	 3.106399 	5.283074 	 3.021304 	3.632503 	 0.538077 	3.846802 	 0.935024 	
0.024400 	1.347926 	 2.904690 	4.612325 	 0.444350 	1.945506 	 2.241362 	0.982697 	 0.511741 	4.375367 	 2.840599 	1.841886 	 3.070452 	3.283727 	 3.537870 	5.316578 	 0.047355 	5.232780 	 0.479636 	1.398241 	 1.070441 	1.390218 	 1.445457 	5.267183 	 3.106986 	5.290037 	 3.021890 	3.638381 	 0.538554 	3.852680 	 0.935501 	
0.024500 	1.357251 	 2.906344 	4.621436 	 0.445517 	1.952131 	 2.239179 	0.988478 	 0.517933 	4.386208 	 2.843632 	1.850415 	 3.073588 	3.289146 	 3.541744 	5.326419 	 0.049846 	5.242621 	 0.482127 	1.403125 	 1.069753 	1.395102 	 1.444769 	5.273513 	 3.108117 	5.296367 	 3.023021 	3.644262 	 0.538767 	3.858561 	 0.935714 	
0.024600 	1.366401 	 2.907218 	4.629456 	 0.448989 	1.960098 	 2.237480 	0.994259 	 0.523019 	4.397281 	 2.845837 	1.858959 	 3.076025 	3.293802 	 3.545698 	5.336822 	 0.051606 	5.253024 	 0.483888 	1.408277 	 1.068989 	1.400254 	 1.444005 	5.279893 	 3.109467 	5.302746 	 3.024372 	3.650263 	 0.537984 	3.864562 	 0.934931 	
0.024700 	1.375223 	 2.907963 	4.637064 	 0.452623 	1.967515 	 2.235460 	0.999764 	 0.526999 	4.406909 	 2.847952 	1.868214 	 3.077295 	3.299827 	 3.548181 	5.346870 	 0.052926 	5.263071 	 0.485207 	1.412959 	 1.068203 	1.404936 	 1.443220 	5.285678 	 3.110085 	5.308531 	 3.024990 	3.656269 	 0.537047 	3.870568 	 0.933994 	
0.024800 	1.383602 	 2.909443 	4.644784 	 0.456767 	1.974437 	 2.232972 	1.004423 	 0.529759 	4.416613 	 2.849294 	1.877825 	 3.078682 	3.305527 	 3.551038 	5.356179 	 0.054121 	5.272381 	 0.486402 	1.416987 	 1.068069 	1.408964 	 1.443086 	5.291736 	 3.110386 	5.314589 	 3.025290 	3.662928 	 0.536008 	3.877227 	 0.932955 	
0.024900 	1.391738 	 2.911440 	4.653108 	 0.460927 	1.982025 	 2.230510 	1.010301 	 0.532110 	4.426938 	 2.849606 	1.887187 	 3.080334 	3.310521 	 3.553740 	5.364644 	 0.055595 	5.280845 	 0.487876 	1.420838 	 1.068214 	1.412815 	 1.443230 	5.297517 	 3.110827 	5.320370 	 3.025731 	3.669950 	 0.535501 	3.884249 	 0.932447 	
0.025000 	1.400248 	 2.913208 	4.661192 	 0.465416 	1.987888 	 2.228882 	1.017746 	 0.535061 	4.437954 	 2.849405 	1.896577 	 3.081446 	3.314238 	 3.555589 	5.372363 	 0.057441 	5.288565 	 0.489723 	1.424520 	 1.067997 	1.416497 	 1.443014 	5.303277 	 3.110500 	5.326131 	 3.025404 	3.677587 	 0.534237 	3.891886 	 0.931184 	
0.025100 	1.408412 	 2.915338 	4.669043 	 0.468187 	1.992012 	 2.226836 	1.026244 	 0.537313 	4.448013 	 2.849430 	1.906586 	 3.082519 	3.316876 	 3.556721 	5.380346 	 0.059231 	5.296547 	 0.491512 	1.427991 	 1.067724 	1.419968 	 1.442740 	5.308615 	 3.110067 	5.331469 	 3.024971 	3.684657 	 0.533001 	3.898955 	 0.929948 	
0.025200 	1.416201 	 2.917543 	4.677231 	 0.470752 	1.996839 	 2.225010 	1.033812 	 0.539578 	4.458707 	 2.849417 	1.915827 	 3.082569 	3.320455 	 3.559023 	5.388611 	 0.059978 	5.304813 	 0.492259 	1.431398 	 1.067361 	1.423375 	 1.442377 	5.313152 	 3.109229 	5.336006 	 3.024134 	3.692074 	 0.531375 	3.906372 	 0.928322 	
0.025300 	1.423597 	 2.919518 	4.684763 	 0.473893 	2.003437 	 2.223382 	1.041464 	 0.542074 	4.469336 	 2.849569 	1.924715 	 3.082352 	3.323957 	 3.560942 	5.396902 	 0.060649 	5.313104 	 0.492930 	1.435568 	 1.067137 	1.427545 	 1.442153 	5.317425 	 3.108462 	5.340278 	 3.023366 	3.699517 	 0.529060 	3.913816 	 0.926007 	
0.025400 	1.430956 	 2.921455 	4.692204 	 0.476952 	2.010942 	 2.223535 	1.050096 	 0.544499 	4.479351 	 2.850459 	1.932355 	 3.083053 	3.327759 	 3.563095 	5.405224 	 0.060988 	5.321426 	 0.493270 	1.440092 	 1.067718 	1.432069 	 1.442734 	5.322518 	 3.108141 	5.345372 	 3.023045 	3.706136 	 0.527200 	3.920435 	 0.924147 	
0.025500 	1.438251 	 2.923053 	4.700262 	 0.479944 	2.016811 	 2.223876 	1.058950 	 0.548673 	4.488399 	 2.851202 	1.939489 	 3.083015 	3.331783 	 3.564726 	5.413986 	 0.061289 	5.330188 	 0.493570 	1.444551 	 1.068070 	1.436528 	 1.443086 	5.327499 	 3.107316 	5.350352 	 3.022220 	3.713765 	 0.525249 	3.928064 	 0.922196 	
0.025600 	1.445791 	 2.924426 	4.709387 	 0.482907 	2.022727 	 2.225058 	1.067506 	 0.553500 	4.498111 	 2.851115 	1.946194 	 3.082628 	3.335903 	 3.566764 	5.423231 	 0.061275 	5.339433 	 0.493556 	1.449456 	 1.068092 	1.441433 	 1.443108 	5.332377 	 3.107387 	5.355230 	 3.022291 	3.721473 	 0.522924 	3.935772 	 0.919871 	
0.025700 	1.452259 	 2.926240 	4.718207 	 0.486362 	2.027403 	 2.226561 	1.076133 	 0.557590 	4.507691 	 2.851514 	1.952681 	 3.082550 	3.339650 	 3.568788 	5.432442 	 0.061441 	5.348644 	 0.493723 	1.454349 	 1.067874 	1.446326 	 1.442890 	5.336718 	 3.107715 	5.359572 	 3.022619 	3.728194 	 0.521182 	3.942493 	 0.918128 	
0.025800 	1.459286 	 2.926515 	4.726556 	 0.489289 	2.030997 	 2.229120 	1.084757 	 0.560776 	4.517863 	 2.851429 	1.958805 	 3.082680 	3.342863 	 3.570883 	5.441285 	 0.062247 	5.357487 	 0.494529 	1.458745 	 1.068115 	1.450722 	 1.443132 	5.340209 	 3.108785 	5.363063 	 3.023689 	3.734658 	 0.520283 	3.948957 	 0.917230 	
0.025900 	1.466190 	 2.928009 	4.735167 	 0.492850 	2.035069 	 2.229752 	1.094372 	 0.563926 	4.527158 	 2.852275 	1.964871 	 3.083775 	3.347229 	 3.573029 	5.449424 	 0.063137 	5.365626 	 0.495419 	1.463289 	 1.068338 	1.455266 	 1.443354 	5.344786 	 3.109953 	5.367640 	 3.024858 	3.740989 	 0.520208 	3.955288 	 0.917155 	
0.026000 	1.474052 	 2.929627 	4.744711 	 0.497098 	2.039710 	 2.231192 	1.104598 	 0.565840 	4.536887 	 2.853686 	1.971025 	 3.083699 	3.352332 	 3.575782 	5.457800 	 0.063676 	5.374002 	 0.495957 	1.468509 	 1.069040 	1.460487 	 1.444056 	5.349103 	 3.111281 	5.371956 	 3.026185 	3.746815 	 0.520405 	3.961114 	 0.917352 	
0.026100 	1.481762 	 2.932612 	4.754880 	 0.500184 	2.043864 	 2.232179 	1.115083 	 0.567099 	4.547150 	 2.855761 	1.978437 	 3.083283 	3.358209 	 3.576580 	5.466477 	 0.064372 	5.382679 	 0.496653 	1.473504 	 1.070059 	1.465481 	 1.445076 	5.353274 	 3.112422 	5.376128 	 3.027327 	3.751933 	 0.520097 	3.966232 	 0.917044 	
0.026200 	1.489515 	 2.935702 	4.763889 	 0.503460 	2.047994 	 2.232329 	1.124797 	 0.568226 	4.557032 	 2.856978 	1.986594 	 3.083472 	3.363494 	 3.576035 	5.474547 	 0.065225 	5.390749 	 0.497506 	1.478363 	 1.070481 	1.470340 	 1.445497 	5.357900 	 3.113313 	5.380753 	 3.028217 	3.757095 	 0.519512 	3.971394 	 0.916458 	
0.026300 	1.498811 	 2.938412 	4.773885 	 0.507379 	2.052526 	 2.232605 	1.133030 	 0.568497 	4.566397 	 2.858297 	1.994584 	 3.084314 	3.368164 	 3.575887 	5.482885 	 0.066942 	5.399087 	 0.499223 	1.483443 	 1.070532 	1.475420 	 1.445548 	5.362538 	 3.114160 	5.385391 	 3.029064 	3.762927 	 0.519533 	3.977226 	 0.916480 	
0.026400 	1.508429 	 2.941797 	4.784284 	 0.512034 	2.056432 	 2.233370 	1.140851 	 0.569336 	4.575910 	 2.860550 	2.002774 	 3.085024 	3.373301 	 3.576166 	5.490551 	 0.067572 	5.406752 	 0.499853 	1.488092 	 1.069773 	1.480069 	 1.444790 	5.367234 	 3.114482 	5.390087 	 3.029386 	3.769178 	 0.519888 	3.983476 	 0.916834 	
0.026500 	1.518848 	 2.945963 	4.793757 	 0.516945 	2.061539 	 2.234638 	1.148320 	 0.569565 	4.584145 	 2.863033 	2.010583 	 3.086309 	3.379277 	 3.577522 	5.498081 	 0.068188 	5.414283 	 0.500469 	1.492475 	 1.069259 	1.484452 	 1.444276 	5.371516 	 3.114385 	5.394369 	 3.029289 	3.775817 	 0.519267 	3.990116 	 0.916213 	
0.026600 	1.529978 	 2.950939 	4.804060 	 0.521173 	2.066313 	 2.235494 	1.156640 	 0.570471 	4.591462 	 2.864790 	2.018853 	 3.088754 	3.385128 	 3.578017 	5.505599 	 0.068662 	5.421801 	 0.500944 	1.497077 	 1.068789 	1.489055 	 1.443806 	5.376636 	 3.114285 	5.399490 	 3.029189 	3.782760 	 0.518597 	3.997059 	 0.915543 	
0.026700 	1.541219 	 2.955454 	4.815156 	 0.525864 	2.070425 	 2.235494 	1.164616 	 0.571906 	4.598978 	 2.867151 	2.027401 	 3.091559 	3.391275 	 3.579145 	5.512666 	 0.069483 	5.428868 	 0.501764 	1.501667 	 1.069274 	1.493645 	 1.444291 	5.381210 	 3.113757 	5.404063 	 3.028661 	3.789522 	 0.517888 	4.003821 	 0.914835 	
0.026800 	1.551077 	 2.959559 	4.824595 	 0.530773 	2.074823 	 2.234608 	1.173677 	 0.572743 	4.606534 	 2.869564 	2.035860 	 3.094354 	3.397024 	 3.580561 	5.519794 	 0.070238 	5.435995 	 0.502520 	1.506390 	 1.069382 	1.498367 	 1.444399 	5.385173 	 3.112414 	5.408027 	 3.027319 	3.796895 	 0.517196 	4.011194 	 0.914142 	
0.026900 	4.833656 	 0.535853 	2.077926 	 2.234661 	1.183175 	 0.572933 	4.614235 	 2.872024 	3.402329 	 3.584110 	1.560884 	 2.964077 	2.042939 	 3.096075 	5.527349 	 0.070807 	5.443551 	 0.503088 	1.511171 	 1.070098 	1.503149 	 1.445114 	5.389141 	 3.111902 	5.411995 	 3.026807 	3.804570 	 0.517107 	4.018869 	 0.914054 	
0.027000 	4.841737 	 0.540480 	2.081208 	 2.234765 	1.191954 	 0.572809 	4.621841 	 2.875310 	3.407534 	 3.586621 	0.007468 	 0.069994 	5.451170 	 0.502276 	1.568394 	 2.967226 	2.050450 	 3.099224 	1.515592 	 1.069855 	1.507569 	 1.444872 	5.393227 	 3.110876 	5.416081 	 3.025780 	3.811819 	 0.516305 	4.026118 	 0.913251 	
0.027100 	4.849565 	 0.543252 	2.083939 	 2.235463 	1.199891 	 0.572229 	4.629474 	 2.878629 	3.411788 	 3.588894 	0.015259 	 0.069412 	5.458513 	 0.500107 	1.576699 	 2.971394 	2.058755 	 3.103392 	1.520020 	 1.069636 	1.511998 	 1.444652 	5.397095 	 3.109616 	5.419948 	 3.024520 	3.818773 	 0.516336 	4.033072 	 0.913283 	
0.027200 	4.856769 	 0.546196 	2.087953 	 2.236011 	1.207256 	 0.572774 	4.638896 	 2.881599 	3.415859 	 3.591672 	0.024367 	 0.068917 	5.466975 	 0.497591 	1.585891 	 2.975438 	2.067946 	 3.107436 	1.523768 	 1.069185 	1.515745 	 1.444201 	5.401331 	 3.108439 	5.424184 	 3.023344 	3.825971 	 0.515175 	4.040270 	 0.912122 	
0.027300 	4.863656 	 0.549951 	2.092759 	 2.237537 	1.214418 	 0.573592 	4.647840 	 2.884726 	3.419707 	 3.594962 	0.033042 	 0.069828 	5.474532 	 0.495760 	1.595244 	 2.979836 	2.077299 	 3.111834 	1.527636 	 1.068622 	1.519613 	 1.443638 	5.404718 	 3.107469 	5.427572 	 3.022374 	3.832708 	 0.514317 	4.047006 	 0.911263 	
0.027400 	4.871867 	 0.554295 	2.098589 	 2.239132 	1.220791 	 0.574779 	4.656811 	 2.888249 	3.421980 	 3.599929 	0.040953 	 0.069773 	5.481953 	 0.492845 	1.604166 	 2.984549 	2.086222 	 3.116547 	1.531815 	 1.068106 	1.523792 	 1.443122 	5.408339 	 3.106863 	5.431193 	 3.021767 	3.839367 	 0.513842 	4.053666 	 0.910789 	
0.027500 	4.878727 	 0.558933 	2.104931 	 2.240979 	1.226041 	 0.575164 	4.664961 	 2.891505 	3.424314 	 3.605243 	0.047764 	 0.069737 	5.488992 	 0.491108 	1.613643 	 2.989112 	2.095698 	 3.121110 	1.535691 	 1.067913 	1.527668 	 1.442930 	5.411949 	 3.106635 	5.434802 	 3.021540 	3.845598 	 0.514216 	4.059897 	 0.911162 	
0.027600 	4.886088 	 0.563502 	2.111311 	 2.242061 	1.230447 	 0.575689 	4.673456 	 2.894946 	3.426988 	 3.610062 	0.054729 	 0.070946 	5.495959 	 0.491039 	1.623346 	 2.993526 	2.105402 	 3.125524 	1.540081 	 1.067458 	1.532058 	 1.442474 	5.415269 	 3.106349 	5.438123 	 3.021253 	3.852344 	 0.514689 	4.066642 	 0.911636 	
0.027700 	4.893612 	 0.569122 	2.116690 	 2.242815 	1.235913 	 0.577139 	4.680946 	 2.898210 	3.429290 	 3.616519 	0.061176 	 0.072881 	5.503211 	 0.489623 	1.632917 	 2.997847 	2.114973 	 3.129845 	1.544730 	 1.066662 	1.536707 	 1.441679 	5.419799 	 3.106536 	5.442652 	 3.021441 	3.858282 	 0.514749 	4.072581 	 0.911696 	
0.027800 	4.900791 	 0.574971 	2.120488 	 2.243961 	1.241516 	 0.578702 	4.688932 	 2.901394 	3.431092 	 3.621653 	0.068038 	 0.073921 	5.510153 	 0.489131 	1.642520 	 3.002542 	2.124576 	 3.134540 	1.549284 	 1.065421 	1.541261 	 1.440437 	5.424011 	 3.106934 	5.446865 	 3.021839 	3.864184 	 0.515448 	4.078483 	 0.912394 	
0.027900 	4.908597 	 0.580438 	2.124975 	 2.246370 	1.247720 	 0.580411 	4.696668 	 2.904554 	3.432894 	 3.626562 	0.074440 	 0.075264 	5.517641 	 0.489625 	1.651763 	 3.006959 	2.133818 	 3.138957 	1.553842 	 1.064325 	1.545819 	 1.439342 	5.427185 	 3.106749 	5.450039 	 3.021654 	3.870556 	 0.516938 	4.084854 	 0.913884 	
0.028000 	4.914560 	 0.585781 	2.129111 	 2.249260 	1.254829 	 0.583214 	4.704547 	 2.908064 	3.435144 	 3.631319 	0.081559 	 0.076575 	5.525421 	 0.488607 	1.661221 	 3.010527 	2.143277 	 3.142525 	1.557980 	 1.063392 	1.549957 	 1.438408 	5.430269 	 3.106420 	5.453123 	 3.021324 	3.876547 	 0.518745 	4.090846 	 0.915691 	
0.028100 	4.921201 	 0.589566 	2.134762 	 2.251714 	1.262625 	 0.586378 	4.712229 	 2.911626 	3.437369 	 3.636068 	0.089422 	 0.076451 	0.005837 	 0.487432 	1.670595 	 3.014222 	2.152651 	 3.146220 	1.561953 	 1.063050 	1.553930 	 1.438066 	5.433829 	 3.106147 	5.456682 	 3.021051 	3.882389 	 0.520655 	4.096687 	 0.917601 	
0.028200 	4.928351 	 0.594188 	2.141357 	 2.255350 	1.270772 	 0.589070 	4.720035 	 2.914872 	3.440271 	 3.642531 	0.097923 	 0.075160 	0.014337 	 0.486140 	1.679980 	 3.017930 	2.162036 	 3.149928 	1.566408 	 1.062945 	1.558385 	 1.437961 	5.437403 	 3.106198 	5.460257 	 3.021102 	3.887579 	 0.522605 	4.101877 	 0.919551 	
0.028300 	4.935141 	 0.599152 	2.146365 	 2.258529 	1.278841 	 0.591047 	4.728120 	 2.917857 	3.442431 	 3.648131 	0.106988 	 0.073564 	0.023403 	 0.484544 	1.688917 	 3.021316 	2.170972 	 3.153314 	1.570992 	 1.063394 	1.562969 	 1.438410 	5.441482 	 3.105980 	5.464336 	 3.020885 	3.893025 	 0.523964 	4.107324 	 0.920910 	
0.028400 	4.941778 	 0.602997 	2.151319 	 2.262446 	1.286734 	 0.592046 	4.735598 	 2.920864 	3.445292 	 3.653367 	0.115723 	 0.072480 	0.032138 	 0.483460 	1.697813 	 3.024794 	2.179869 	 3.156792 	1.575375 	 1.063872 	1.567352 	 1.438888 	5.445555 	 3.106641 	5.468408 	 3.021545 	3.897424 	 0.525302 	4.111723 	 0.922249 	
0.028500 	4.948027 	 0.606937 	2.155708 	 2.267658 	1.295763 	 0.594303 	4.741339 	 2.923207 	3.449524 	 3.657516 	0.123964 	 0.070912 	0.040379 	 0.481892 	1.707350 	 3.027948 	2.189405 	 3.159946 	1.579625 	 1.064607 	1.571602 	 1.439624 	5.449908 	 3.106549 	5.472762 	 3.021453 	3.901698 	 0.526307 	4.115997 	 0.923253 	
0.028600 	4.954160 	 0.610398 	2.159478 	 2.271579 	1.303946 	 0.595671 	4.745781 	 2.926275 	3.454984 	 3.661199 	0.130811 	 0.069799 	0.047226 	 0.480779 	1.715762 	 3.031161 	2.197818 	 3.163159 	1.584578 	 1.065498 	1.576555 	 1.440514 	5.453617 	 3.105863 	5.476470 	 3.020767 	3.905525 	 0.527404 	4.119824 	 0.924350 	
0.028700 	4.960525 	 0.612230 	2.161621 	 2.276120 	1.313093 	 0.596494 	4.751903 	 2.930013 	3.459078 	 3.664726 	0.137600 	 0.068792 	0.054015 	 0.479772 	1.723710 	 3.033721 	2.205765 	 3.165719 	1.589303 	 1.066340 	1.581280 	 1.441356 	5.457312 	 3.104769 	5.480166 	 3.019673 	3.910289 	 0.528583 	4.124588 	 0.925530 	
0.028800 	4.966961 	 0.613714 	2.164020 	 2.280654 	1.322993 	 0.598553 	4.758766 	 2.934541 	3.463042 	 3.667729 	0.144196 	 0.068388 	0.060611 	 0.479368 	1.731448 	 3.036473 	2.213503 	 3.168471 	1.593563 	 1.066838 	1.585540 	 1.441854 	5.460440 	 3.104015 	5.483293 	 3.018920 	3.915113 	 0.530395 	4.129412 	 0.927342 	
0.028900 	4.973375 	 0.615407 	2.165181 	 2.283989 	1.332792 	 0.601230 	4.764746 	 2.939098 	3.467698 	 3.669666 	0.151208 	 0.067045 	0.067622 	 0.478025 	1.739632 	 3.038753 	2.221687 	 3.170751 	1.597573 	 1.067135 	1.589550 	 1.442152 	5.463414 	 3.103061 	5.486268 	 3.017965 	3.919962 	 0.532832 	4.134261 	 0.929779 	
0.029000 	4.980696 	 0.616581 	2.166652 	 2.287034 	1.343558 	 0.604308 	4.770959 	 2.943763 	3.471961 	 3.672393 	0.157959 	 0.065218 	0.074374 	 0.476198 	1.747434 	 3.041548 	2.229490 	 3.173546 	1.601731 	 1.068100 	1.593708 	 1.443117 	5.465990 	 3.102017 	5.488844 	 3.016921 	3.924332 	 0.534467 	4.138631 	 0.931413 	
0.029100 	4.988121 	 0.617940 	2.169164 	 2.290328 	1.354801 	 0.607168 	4.777463 	 2.948880 	3.476207 	 3.674291 	0.164557 	 0.063219 	0.080972 	 0.474199 	1.755218 	 3.043511 	2.237273 	 3.175509 	1.605172 	 1.069163 	1.597149 	 1.444179 	5.468952 	 3.101261 	5.491805 	 3.016166 	3.929623 	 0.535971 	4.143922 	 0.932918 	
