0,3
0.0001,3
0.0002,3
0.0003,3
0.0004,3
0.0005,3
0.0006,3
0.0007,3
0.0008,3
0.0009,3
0.001,3
0.0011,3
0.0012,3
0.0013,3
0.0014,3
0.0015,3
0.0016,3
0.0017,3
0.0018,3
0.0019,3
0.002,3
0.0021,3
0.0022,3
0.0023,3
0.0024,3
0.0025,3
0.0026,3
0.0027,3
0.0028,3
0.0029,3
0.003,3
0.0031,3
0.0032,3
0.0033,3
0.0034,3
0.0035,3
0.0036,3
0.0037,3
0.0038,3
0.0039,3
0.004,3
0.0041,3
0.0042,3
0.0043,3
0.0044,3
0.0045,3
0.0046,3
0.0047,3
0.0048,3
0.0049,3
0.005,3
0.0051,3
0.0052,3
0.0053,3
0.0054,3
0.0055,3
0.0056,3
0.0057,3
0.0058,3
0.0059,3
0.006,3
0.0061,3
0.0062,3
0.0063,3
0.0064,3
0.0065,3
0.0066,3
0.0067,3
0.0068,3
0.0069,3
0.007,3
0.0071,3
0.0072,3
0.0073,3
0.0074,3
0.0075,3
0.0076,3
0.0077,3
0.0078,3
0.0079,3
0.008,3
0.0081,3
0.0082,3
0.0083,3
0.0084,3
0.0085,3
0.0086,3
0.0087,3
0.0088,3
0.0089,3
0.009,3
0.0091,3
0.0092,3
0.0093,3
0.0094,3
0.0095,3
0.0096,3
0.0097,3
0.0098,3
0.0099,3
0.01,3
0.0101,3
0.0102,3
0.0103,3
0.0104,3
0.0105,3
0.0106,3
0.0107,3
0.0108,3
0.0109,3
0.011,3
0.0111,3
0.0112,3
0.0113,3
0.0114,3
0.0115,3
0.0116,3
0.0117,3
0.0118,3
0.0119,3
0.012,3
0.0121,3
0.0122,3
0.0123,3
0.0124,3
0.0125,3
0.0126,3
0.0127,3
0.0128,3
0.0129,3
0.013,3
0.0131,3
0.0132,3
0.0133,3
0.0134,3
0.0135,3
0.0136,3
0.0137,3
0.0138,3
0.0139,3
0.014,3
0.0141,3
0.0142,3
0.0143,3
0.0144,3
0.0145,3
0.0146,3
0.0147,3
0.0148,3
0.0149,3
0.015,3
0.0151,3
0.0152,3
0.0153,3
0.0154,3
0.0155,3
0.0156,3
0.0157,3
0.0158,3
0.0159,3
0.016,3
0.0161,3
0.0162,3
0.0163,3
0.0164,3
0.0165,3
0.0166,3
0.0167,3
0.0168,3
0.0169,3
0.017,3
0.0171,3
0.0172,3
0.0173,3
0.0174,3
0.0175,3
0.0176,3
0.0177,3
0.0178,3
0.0179,3
0.018,3
0.0181,3
0.0182,3
0.0183,3
0.0184,3
0.0185,3
0.0186,3
0.0187,3
0.0188,3
0.0189,3
0.019,3
0.0191,3
0.0192,3
0.0193,3
0.0194,3
0.0195,3
0.0196,3
0.0197,3
0.0198,3
0.0199,3
0.02,3
0.0201,3
0.0202,3
0.0203,3
0.0204,3
0.0205,3
0.0206,3
0.0207,3
0.0208,3
0.0209,3
0.021,3
0.0211,3
0.0212,3
0.0213,3
0.0214,3
0.0215,3
0.0216,3
0.0217,3
0.0218,3
0.0219,3
0.022,3
0.0221,3
0.0222,3
0.0223,3
0.0224,3
0.0225,3
0.0226,3
0.0227,3
0.0228,3
0.0229,3
0.023,3
0.0231,3
0.0232,3
0.0233,3
0.0234,3
0.0235,3
0.0236,3
0.0237,3
0.0238,3
0.0239,3
0.024,3
0.0241,3
0.0242,3
0.0243,3
0.0244,3
0.0245,3
0.0246,3
0.0247,3
0.0248,3
0.0249,3
0.025,3
0.0251,3
0.0252,3
